Word,Start Time,End Time,start_time_diff,Speaker_A,Speaker_B,PairID,PersonID,Speaker,Speaker_original,Backchannel,Overlap,Turn,Contested,Normalized_Start,Normalized_End,Sent,Turn Start,Turn End,Speaker_original_turn,Speaker_turn,Sentiment,word_count,Turn_Boundary
hello,1.7186391,2.1183226,0.0,0,1,20240522_1325_S3WBLM4HKEQH,1716394409683-daa44885-b66c-4df9-9750-3c4cc6010312-cam-audio-1716394410667,B,B,0,0,1,0,0.0,0.0,hello,0.0,0.0,B_1,B_1,0.0,1,0.0
hi,2.8346212,3.0741665,0.0,1,0,20240522_1325_S3WBLM4HKEQH,1716394409683-187ba890-fae9-407b-9e04-d385663dc7ab-cam-audio-1716394410668,A,A,0,0,2,0,0.0015883221756709518,0.0013608709782696126,hi how are you,0.0015883221756709518,0.002497703876308105,A_2,A_2,0.0,4,0.0012488519381540525
how,3.3935606,3.5532575,0.5589393999999999,1,0,20240522_1325_S3WBLM4HKEQH,1716394409683-187ba890-fae9-407b-9e04-d385663dc7ab-cam-audio-1716394410668,A,A,0,0,2,0,0.002383833003197859,0.0020429708879412295,hi how are you,0.0015883221756709518,0.002497703876308105,A_2,A_2,0.0,4,0.0012488519381540525
are,3.5532575,3.7129545,0.1596969000000001,1,0,20240522_1325_S3WBLM4HKEQH,1716394409683-187ba890-fae9-407b-9e04-d385663dc7ab-cam-audio-1716394410668,A,A,0,0,2,0,0.0026111217094019344,0.0022703375244984354,hi how are you,0.0015883221756709518,0.002497703876308105,A_2,A_2,0.0,4,0.0012488519381540525
you,3.7129545,3.8726513,0.1596969999999999,1,0,20240522_1325_S3WBLM4HKEQH,1716394409683-187ba890-fae9-407b-9e04-d385663dc7ab-cam-audio-1716394410668,A,A,0,0,2,0,0.0028384105579310676,0.002497703876308105,hi how are you,0.0015883221756709518,0.002497703876308105,A_2,A_2,0.0,4,0.0012488519381540525
good,4.5164237,4.5963607,2.7977846,0,1,20240522_1325_S3WBLM4HKEQH,1716394409683-daa44885-b66c-4df9-9750-3c4cc6010312-cam-audio-1716394410667,B,B,0,0,3,0,0.003981948566138009,0.003528076219701115,good how are you,0.003981948566138009,0.004779973461569477,B_3,B_3,0.7,4,0.003184147818620214
how,4.916107,4.996044,0.3996833000000004,0,1,20240522_1325_S3WBLM4HKEQH,1716394409683-daa44885-b66c-4df9-9750-3c4cc6010312-cam-audio-1716394410667,B,B,0,0,3,0,0.004550798056318313,0.004097120394664231,good how are you,0.003981948566138009,0.004779973461569477,B_3,B_3,0.7,4,0.003184147818620214
are,4.996044,5.235854,0.0799370000000001,0,1,20240522_1325_S3WBLM4HKEQH,1716394409683-daa44885-b66c-4df9-9750-3c4cc6010312-cam-audio-1716394410667,B,B,0,0,3,0,0.004664568438259574,0.004438546928116854,good how are you,0.003981948566138009,0.004779973461569477,B_3,B_3,0.7,4,0.003184147818620214
you,5.235854,5.475664,0.2398099999999994,0,1,20240522_1325_S3WBLM4HKEQH,1716394409683-daa44885-b66c-4df9-9750-3c4cc6010312-cam-audio-1716394410667,B,B,0,0,3,0,0.005005878160832767,0.004779973461569477,good how are you,0.003981948566138009,0.004779973461569477,B_3,B_3,0.7,4,0.003184147818620214
good,6.3479543,6.6673484,2.6349998,1,0,20240522_1325_S3WBLM4HKEQH,1716394409683-187ba890-fae9-407b-9e04-d385663dc7ab-cam-audio-1716394410668,A,A,0,0,4,0,0.006588675562386355,0.006476619446564136,good sorry i was just looking at my reading the instructions,0.006588675562386355,0.01727653268979866,A_4,A_4,0.09999999999999998,11,0.010629240627968335
