Word,Start Time,End Time,start_time_diff,Speaker_A,Speaker_B,PairID,PersonID,Speaker,Speaker_original,Backchannel,Overlap,Turn,Contested,Normalized_Start,Normalized_End,Sent,Turn Start,Turn End,Speaker_original_turn,Speaker_turn,Sentiment,word_count,Turn_Boundary
hello,5.3722057,5.8722057,0.0,1,0,20240521_1823_WBLMayG2GW8M,1716394969549-478f5e8c-8104-4d21-9dff-0f2f97e61d96-cam-audio-1716394974941,A,A,0,0,1,0,0.0,0.0,hello i'm doing good how you,0.0,0.0032021626165256983,A_1,A_1,0.7,6,0.0
i'm,7.8394413,8.078206,2.4672355999999995,1,0,20240521_1823_WBLMayG2GW8M,1716394969549-478f5e8c-8104-4d21-9dff-0f2f97e61d96-cam-audio-1716394974941,A,A,0,0,1,0,0.002378716897399151,0.002127551530069111,hello i'm doing good how you,0.0,0.0032021626165256983,A_1,A_1,0.7,6,0.0
doing,8.078206,8.316971,0.2387646999999999,1,0,20240521_1823_WBLMayG2GW8M,1716394969549-478f5e8c-8104-4d21-9dff-0f2f97e61d96-cam-audio-1716394974941,A,A,0,0,1,0,0.002608915272614083,0.002357825678752116,hello i'm doing good how you,0.0,0.0032021626165256983,A_1,A_1,0.7,6,0.0
good,8.316971,8.476147,0.2387650000000007,1,0,20240521_1823_WBLMayG2GW8M,1716394969549-478f5e8c-8104-4d21-9dff-0f2f97e61d96-cam-audio-1716394974941,A,A,0,0,1,0,0.0028391139370657114,0.0025113411349151436,hello i'm doing good how you,0.0,0.0032021626165256983,A_1,A_1,0.7,6,0.0
how,8.635324,8.7945,0.3183530000000001,1,0,20240521_1823_WBLMayG2GW8M,1716394969549-478f5e8c-8104-4d21-9dff-0f2f97e61d96-cam-audio-1716394974941,A,A,0,0,1,0,0.0031460451682937757,0.002818373011679663,hello i'm doing good how you,0.0,0.0032021626165256983,A_1,A_1,0.7,6,0.0
hello,8.792835,9.111128,0.0,0,1,20240521_1823_WBLMayG2GW8M,1716394969549-d5b780f2-c518-46ee-bdc1-835354451fe2-cam-audio-1716394969944,Both,B,0,1,1,1,0.0032979050381927973,0.0031237412321022655,are,0.0032995103018466495,0.002971888467842694,A_1_contested,Both_1,0.0,1,0.001485944233921347
hello,8.792835,9.111128,0.0,0,1,20240521_1823_WBLMayG2GW8M,1716394969549-d5b780f2-c518-46ee-bdc1-835354451fe2-cam-audio-1716394969944,Both,B,0,1,1,1,0.0032979050381927973,0.0031237412321022655,hello,0.0032979050381927973,0.0031237412321022655,B_1_contested,Both_1,0.0,1,0.0032116257669744575
are,8.7945,8.953676,0.1591759999999986,1,0,20240521_1823_WBLMayG2GW8M,1716394969549-478f5e8c-8104-4d21-9dff-0f2f97e61d96-cam-audio-1716394974941,Both,A,0,1,1,1,0.0032995103018466495,0.002971888467842694,are,0.0032995103018466495,0.002971888467842694,A_1_contested,Both_1,0.0,1,0.001485944233921347
are,8.7945,8.953676,0.1591759999999986,1,0,20240521_1823_WBLMayG2GW8M,1716394969549-478f5e8c-8104-4d21-9dff-0f2f97e61d96-cam-audio-1716394974941,Both,A,0,1,1,1,0.0032995103018466495,0.002971888467842694,hello,0.0032979050381927973,0.0031237412321022655,B_1_contested,Both_1,0.0,1,0.0032116257669744575
you,8.953676,9.192441,0.1591760000000004,1,0,20240521_1823_WBLMayG2GW8M,1716394969549-478f5e8c-8104-4d21-9dff-0f2f97e61d96-cam-audio-1716394974941,A,A,0,0,1,0,0.003452975435399525,0.0032021626165256983,hello i'm doing good how you,0.0,0.0032021626165256983,A_1,A_1,0.7,6,0.0
