timestamp_ms,_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,No_hands,None,Open_Palm
0.0,2.299556854268303e-06,0.01783786155283451,0.0002188530343119055,0.2796167731285095,0.08852136135101318,0.4384751617908478,7.603769336128607e-05,7.200244453997584e-07,2.4962156430774485e-07,0.400177925825119,0.5200099945068359,0.7464554905891418,0.7071174383163452,0.043717846274375916,0.09599333256483078,0.09005428850650787,0.05150299146771431,0.00701185455545783,0.0018808194436132908,0.4391317069530487,0.1051071435213089,0.0020399156492203474,0.00033743996755219996,9.090176899917424e-05,0.02638377994298935,0.08470490574836731,7.211515185190365e-05,0.0036906045861542225,0.0017919749952852726,0.0036499786656349897,0.0013155362103134394,0.0022604463156312704,0.0031112260185182095,0.0015722137177363038,0.00881678331643343,0.00871311966329813,0.0072555928491055965,0.0269464161247015,0.05245005339384079,0.0007223981083370745,0.13243690133094788,0.06250565499067307,0.03976314514875412,0.07787170261144638,1.913322375912685e-05,2.5816420020419173e-05,7.220729457912967e-05,0.0028511930722743273,0.0010143028339371085,0.0015147387748584151,4.550160610961029e-06,2.149580495824921e-06,1,0,0
34.0,2.40321764977125e-06,0.03466745465993881,0.00043778010876849294,0.17496852576732635,0.06371724605560303,0.34001827239990234,5.3524854592978954e-05,6.677242367914005e-07,1.9273667817287787e-07,0.3858354091644287,0.5144121646881104,0.7225407361984253,0.6783732175827026,0.03834233060479164,0.10816310346126556,0.09733211249113083,0.04091529920697212,0.008272199891507626,0.002479397691786289,0.49804556369781494,0.15299203991889954,0.001978849293664098,0.00032277789432555437,0.00010883067443501204,0.009612088091671467,0.07334039360284805,0.0001260057179024443,0.0037822097074240446,0.001179161132313311,0.0048627909272909164,0.001498841098509729,0.002967830980196595,0.00415461091324687,0.0011829417198896408,0.009287694469094276,0.008696812205016613,0.0036940043792128563,0.034965574741363525,0.06216525658965111,0.0006647653644904494,0.06462883949279785,0.02577783353626728,0.022641444578766823,0.07106932997703552,2.6553017960395664e-05,6.827361357863992e-05,4.92405888508074e-05,0.009645000100135803,0.0007248464389704168,0.0016745891189202666,4.105961124878377e-06,2.287291181346518e-06,1,0,0
67.0,1.6525704040759592e-06,0.012613060884177685,0.00041574673377908766,0.2838706076145172,0.13175207376480103,0.4064565598964691,3.433519304962829e-05,5.687335260518012e-07,2.0498309538652393e-07,0.3663744032382965,0.45349323749542236,0.6483789086341858,0.6190212368965149,0.042389318346977234,0.08549704402685165,0.0929373949766159,0.05885879695415497,0.010651255026459694,0.0034411114174872637,0.4252861738204956,0.13135163486003876,0.0021339883096516132,0.0005060440162196755,6.0455018683569506e-05,0.008545711636543274,0.045175787061452866,0.00012404413428157568,0.0027782313991338015,0.0013414154527708888,0.0027912321966141462,0.000727372826077044,0.0013175129424780607,0.003329623257741332,0.0013711081119254231,0.003979220986366272,0.003811607137322426,0.0046813515946269035,0.018912237137556076,0.1499146819114685,0.0014365195529535413,0.07591359317302704,0.030298644676804543,0.0374482087790966,0.06667163223028183,8.355093996215146e-06,1.3621417565445881e-05,4.1394177969777957e-05,0.002632607938721776,0.00039542006561532617,0.0007505216635763645,4.703555987362051e-06,1.3708631740882993e-06,1,0,0
97.0,2.468442971803597e-06,0.020146599039435387,0.0011823745444417,0.21992278099060059,0.10979919135570526,0.2923555076122284,2.569822026998736e-05,6.653544915025122e-07,2.3205330990094808e-07,0.2800450921058655,0.42876136302948,0.5933202505111694,0.5634427070617676,0.04043717682361603,0.08653978258371353,0.09014805406332016,0.054344143718481064,0.01386263221502304,0.004182462114840746,0.402150958776474,0.1193019449710846,0.002714879810810089,0.0005853931652382016,5.399321162258275e-05,0.004210250917822123,0.03379807248711586,0.0001773082185536623,0.002315361751243472,0.001029273378662765,0.0018592055421322584,0.001438410603441298,0.0030913257505744696,0.0038288356736302376,0.0013366008643060923,0.0025606881827116013,0.002489325124770403,0.003262581769376993,0.015796462073922157,0.18295414745807648,0.0012464831816032529,0.061662446707487106,0.01802203617990017,0.0558815598487854,0.107932910323143,8.165584404196125e-06,1.7053383999154903e-05,3.8866157410666347e-05,0.0070893126539886,0.0005527852335944772,0.001053532469086349,5.4628076213703025e-06,1.6935047142396797e-06,1,0,0
130.0,2.6827467536350014e-06,0.007834513671696186,0.0005479669198393822,0.3757092356681824,0.1459852010011673,0.37259891629219055,2.5877476218738593e-05,7.241106914079865e-07,2.633046563005337e-07,0.23881001770496368,0.3485972583293915,0.518036961555481,0.5385925769805908,0.03168158978223801,0.09543303400278091,0.10906834155321121,0.050881024450063705,0.019978612661361694,0.005062378477305174,0.4346190392971039,0.13936203718185425,0.003292333334684372,0.0008944532019086182,4.081619408680126e-05,0.003212331561371684,0.036547742784023285,0.00020754463912453502,0.004221990238875151,0.002100288402289152,0.0029799221083521843,0.0006330455071292818,0.001251389505341649,0.0030002198182046413,0.002217136323451996,0.0013023908250033855,0.0012659826315939426,0.004738959018141031,0.014284309931099415,0.18506033718585968,0.0013048447435721755,0.10619620233774185,0.029109623283147812,0.09351284801959991,0.104230597615242,9.13294843485346e-06,1.5427262042067014e-05,3.4692202461883426e-05,0.002528149401769042,0.00046975252917036414,0.0008906271541491151,3.275084509368753e-06,1.1554202501429245e-06,1,0,0
164.0,1.2534482038972783e-06,0.03294990956783295,0.0014561150455847383,0.17852668464183807,0.09049443155527115,0.3310643136501312,1.2383889043121599e-05,1.3790121045076376e-07,2.151084572687978e-07,0.22619284689426422,0.2573201358318329,0.3795938193798065,0.40159597992897034,0.008645845577120781,0.2163628488779068,0.235026016831398,0.024059515446424484,0.022051768377423286,0.013035168871283531,0.2876356542110443,0.1640099436044693,0.003346171695739031,0.0015152032719925046,3.551453846739605e-05,0.0025192988105118275,0.008757873438298702,5.2128296374576166e-05,0.0018020838033407927,0.005068761762231588,0.0007630180916748941,0.00034626186243258417,0.000578783918172121,0.00118885631673038,0.00567501550540328,0.0003169486881233752,0.0005539971170946956,0.020180335268378258,0.007399763911962509,0.16873742640018463,0.00043821954750455916,0.03232555463910103,0.014643728733062744,0.03303562477231026,0.014114881865680218,2.2735945094609633e-05,1.3982215023133904e-05,0.00012462543963920325,0.0009096824796870351,4.00570897909347e-05,4.2505442252149805e-05,2.5532199288136326e-06,5.6939722981042e-07,1,0,0
200.0,1.9011858967132866e-06,0.07555200159549713,0.0028868454974144697,0.14054739475250244,0.05722546577453613,0.2759706676006317,1.7630951333558187e-05,3.375222092927288e-07,3.227682157103118e-07,0.17356915771961212,0.15718941390514374,0.280002236366272,0.3192731440067291,0.0038755182176828384,0.14334197342395782,0.40914034843444824,0.04640555381774902,0.02295970357954502,0.01552459504455328,0.29916808009147644,0.12666676938533783,0.00405093701556325,0.0026967832818627357,5.056991722085513e-05,0.0027602880727499723,0.006298023741692305,3.371258935658261e-05,0.0008106310269795358,0.0033147286158055067,0.00034096691524609923,0.002382734790444374,0.003318427363410592,0.0011677485890686512,0.004281230270862579,0.00039133086102083325,0.000729333667550236,0.020573284476995468,0.0044693900272250175,0.12491382658481598,0.00034116001916117966,0.021046703681349754,0.005763043649494648,0.04581015184521675,0.04105125367641449,4.775773413712159e-05,2.1303407265804708e-05,0.0005152829107828438,0.0013961057411506772,0.0002219852030975744,0.00018860619456972927,3.8661919461446814e-06,1.6046342352638021e-06,1,0,0
232.0,2.4149346700141905e-06,0.11103823781013489,0.0024036408867686987,0.10218001157045364,0.026170801371335983,0.2520827353000641,3.8825630326755345e-05,4.293636663987854e-07,4.71470627871895e-07,0.21356911957263947,0.17387235164642334,0.3337146043777466,0.36968350410461426,0.006690553389489651,0.17028279602527618,0.26577746868133545,0.03154886141419411,0.01998111791908741,0.015004231594502926,0.2955171763896942,0.19790105521678925,0.0028531514108181,0.0025111385621130466,0.00010336861305404454,0.004033062141388655,0.028867699205875397,0.00010806768841575831,0.0017467070138081908,0.009572712704539299,0.00031402785680256784,0.0010795779526233673,0.0018367497250437737,0.003450490301474929,0.002913283184170723,0.0026739442255347967,0.007798429112881422,0.030989397317171097,0.004086872097104788,0.08113190531730652,0.00029877887573093176,0.03214511275291443,0.019050801172852516,0.013160531409084797,0.03889068216085434,4.605605863616802e-05,1.8193624782725237e-05,0.0003012880915775895,0.0015112379333004355,0.000510258658323437,0.00031412727548740804,3.254196599300485e-06,2.2147505660541356e-06,1,0,0
264.0,2.521830765545019e-06,0.06937849521636963,0.0023089798633009195,0.15118111670017242,0.04950360953807831,0.26695409417152405,3.718220614246093e-05,5.355669827622478e-07,4.2027912172670767e-07,0.1589256078004837,0.17747390270233154,0.2757594585418701,0.3205333948135376,0.005168937612324953,0.1465613842010498,0.3217121958732605,0.03901120275259018,0.02419242449104786,0.0166291706264019,0.2898329496383667,0.16788971424102783,0.004148566164076328,0.0023785526864230633,0.00010153985203942284,0.0034681649412959814,0.02946879342198372,0.000131666922243312,0.0013724208110943437,0.004772963467985392,0.000457989692222327,0.0012707533314824104,0.0020758286118507385,0.004074349533766508,0.0024941167794167995,0.0031196572817862034,0.006881271488964558,0.017748737707734108,0.005085539538413286,0.08834017813205719,0.0003974015708081424,0.02538619562983513,0.016728971153497696,0.01575280725955963,0.05898887291550636,3.4125721867894754e-05,1.9011182303074747e-05,0.0002126672479789704,0.0017190556973218918,0.0007323366007767618,0.0006476034759543836,4.230161721352488e-06,2.7076064270659117e-06,1,0,0
-162.0,1.7031660490829381e-06,0.13818322122097015,0.0019465265795588493,0.08341944217681885,0.017871446907520294,0.25961872935295105,4.183950295555405e-05,2.2022682344413624e-07,2.6112036266567884e-07,0.23599673807621002,0.2926390767097473,0.31350624561309814,0.3657984733581543,0.0075265103951096535,0.20062613487243652,0.24575328826904297,0.025907136499881744,0.02668919786810875,0.016903728246688843,0.31923708319664,0.15337690711021423,0.0027588068041950464,0.001275031128898263,9.952738764695823e-05,0.004755281377583742,0.023152891546487808,7.635042129550129e-05,0.0012783940182998776,0.012768959626555443,0.0009829973569139838,0.00035899985232390463,0.00048136195982806385,0.002705341437831521,0.0017742865020409226,0.0028823469765484333,0.007685327902436256,0.04009741172194481,0.006161527242511511,0.058306265622377396,0.0006997628952376544,0.028756173327565193,0.02115633524954319,0.013194561004638672,0.03667104244232178,7.141329842852429e-05,2.955678428406827e-05,0.00022090881248004735,0.0005856035859324038,0.00045746570685878396,0.00037567413528449833,3.0622436497651506e-06,1.1626115110630053e-06,1,0,0
