,Cluster,Stage,Turn,word_count,Sentiment,Contested
0,Unproductive Engagement,Stage 1,1,1,0.0,0.0
1,Productive Disagreement,Stage 1,1,1,0.0,0.0
2,Unproductive Engagement,Stage 1,2,1,0.0,0.0
3,Productive Disagreement,Stage 1,2,1,0.0,0.0
4,Unproductive Engagement,Stage 1,3,4,0.0,0.0
5,Productive Disagreement,Stage 1,3,4,0.0,0.0
6,Unproductive Engagement,Stage 1,4,1,0.0,0.0
7,Productive Disagreement,Stage 1,4,1,0.0,0.0
8,Unproductive Engagement,Stage 1,5,51,0.39,0.0
9,Productive Disagreement,Stage 1,5,51,0.39,0.0
10,Unproductive Engagement,Stage 1,5,1,0.0,0.0
11,Productive Disagreement,Stage 1,5,1,0.0,0.0
12,Unproductive Engagement,Stage 1,6,19,0.4166666666666667,0.0
13,Productive Disagreement,Stage 1,6,19,0.4166666666666667,0.0
14,Unproductive Engagement,Stage 1,7,20,0.45,0.0
15,Productive Disagreement,Stage 1,7,20,0.45,0.0
16,Unproductive Engagement,Stage 1,8,29,0.0554545454545454,0.0
17,Productive Disagreement,Stage 1,8,29,0.0554545454545454,0.0
18,Unproductive Engagement,Stage 1,9,11,0.0,0.0
19,Productive Disagreement,Stage 1,9,11,0.0,0.0
20,Unproductive Engagement,Stage 1,10,5,-0.5,0.0
21,Productive Disagreement,Stage 1,10,5,-0.5,0.0
22,Unproductive Engagement,Stage 1,11,9,0.0,0.0
23,Productive Disagreement,Stage 1,11,9,0.0,0.0
24,Unproductive Engagement,Stage 1,12,68,-0.0439682539682539,0.0
25,Productive Disagreement,Stage 1,12,68,-0.0439682539682539,0.0
26,Unproductive Engagement,Stage 1,13,53,0.25,0.0
27,Productive Disagreement,Stage 1,13,53,0.25,0.0
28,Unproductive Engagement,Stage 1,14,102,-0.1416666666666666,0.0
29,Productive Disagreement,Stage 1,14,102,-0.1416666666666666,0.0
30,Unproductive Engagement,Stage 1,15,40,-0.5,0.0
31,Productive Disagreement,Stage 1,15,40,-0.5,0.0
32,Unproductive Engagement,Stage 1,16,55,0.0866666666666666,0.0
33,Productive Disagreement,Stage 1,16,55,0.0866666666666666,0.0
34,Unproductive Engagement,Stage 1,17,25,0.5,0.0
35,Productive Disagreement,Stage 1,17,25,0.5,0.0
36,Unproductive Engagement,Stage 1,17,1,0.0,0.0
37,Productive Disagreement,Stage 1,17,1,0.0,0.0
38,Unproductive Engagement,Stage 1,18,23,0.2,0.0
39,Productive Disagreement,Stage 1,18,23,0.2,0.0
40,Unproductive Engagement,Stage 1,18,1,0.0,0.0
41,Productive Disagreement,Stage 1,18,1,0.0,0.0
42,Unproductive Engagement,Stage 1,19,54,0.08,0.0
43,Productive Disagreement,Stage 1,19,54,0.08,0.0
44,Unproductive Engagement,Stage 1,20,75,-0.025,0.0
45,Productive Disagreement,Stage 1,20,75,-0.025,0.0
46,Unproductive Engagement,Stage 1,21,23,0.2,0.0
47,Productive Disagreement,Stage 1,21,23,0.2,0.0
48,Unproductive Engagement,Stage 1,22,66,0.0284848484848484,0.0
49,Productive Disagreement,Stage 1,22,66,0.0284848484848484,0.0
50,Unproductive Engagement,Stage 1,23,61,0.25,0.0
51,Productive Disagreement,Stage 1,23,61,0.25,0.0
52,Unproductive Engagement,Stage 1,24,40,-0.4,0.0
53,Productive Disagreement,Stage 1,24,40,-0.4,0.0
54,Unproductive Engagement,Stage 1,25,52,0.2,0.0
55,Productive Disagreement,Stage 1,25,52,0.2,0.0
56,Unproductive Engagement,Stage 1,26,10,0.0,0.0
57,Productive Disagreement,Stage 1,26,10,0.0,0.0
58,Unproductive Engagement,Stage 1,27,7,0.4,0.0
59,Productive Disagreement,Stage 1,27,7,0.4,0.0
60,Unproductive Engagement,Stage 1,28,2,-0.5,0.0
61,Productive Disagreement,Stage 1,28,2,-0.5,0.0
62,Unproductive Engagement,Stage 1,29,10,0.4,0.0
63,Productive Disagreement,Stage 1,29,10,0.4,0.0
64,Unproductive Engagement,Stage 1,30,13,0.0,0.0
65,Productive Disagreement,Stage 1,30,13,0.0,0.0
66,Unproductive Engagement,Stage 1,31,12,0.0,0.0
67,Productive Disagreement,Stage 1,31,12,0.0,0.0
68,Unproductive Engagement,Stage 1,32,69,0.0,0.0
69,Productive Disagreement,Stage 1,32,69,0.0,0.0
70,Unproductive Engagement,Stage 1,33,56,0.225,0.0
71,Productive Disagreement,Stage 1,33,56,0.225,0.0
72,Unproductive Engagement,Stage 1,34,38,0.15625,0.0
73,Productive Disagreement,Stage 1,34,38,0.15625,0.0
74,Unproductive Engagement,Stage 1,35,13,0.2,0.0
75,Productive Disagreement,Stage 1,35,13,0.2,0.0
76,Unproductive Engagement,Stage 1,36,33,0.0,0.0
77,Productive Disagreement,Stage 1,36,33,0.0,0.0
78,Unproductive Engagement,Stage 1,37,11,-0.125,0.0
79,Productive Disagreement,Stage 1,37,11,-0.125,0.0
80,Unproductive Engagement,Stage 1,38,29,-0.1666666666666666,0.0
81,Productive Disagreement,Stage 1,38,29,-0.1666666666666666,0.0
82,Unproductive Engagement,Stage 1,39,41,0.325,0.0
83,Productive Disagreement,Stage 1,39,41,0.325,0.0
84,Unproductive Engagement,Stage 1,40,29,0.0,0.0
85,Productive Disagreement,Stage 1,40,29,0.0,0.0
86,Unproductive Engagement,Stage 1,41,74,0.3,0.0
87,Productive Disagreement,Stage 1,41,74,0.3,0.0
88,Unproductive Engagement,Stage 1,42,24,0.0,0.0
89,Productive Disagreement,Stage 1,42,24,0.0,0.0
90,Unproductive Engagement,Stage 1,43,43,0.1,0.0
91,Productive Disagreement,Stage 1,43,43,0.1,0.0
92,Unproductive Engagement,Stage 1,44,100,-0.056,0.0
93,Productive Disagreement,Stage 1,44,100,-0.056,0.0
94,Unproductive Engagement,Stage 1,45,62,0.2777597402597402,0.0
95,Productive Disagreement,Stage 1,45,62,0.2777597402597402,0.0
96,Unproductive Engagement,Stage 1,46,44,0.2540625,0.0
97,Productive Disagreement,Stage 1,46,44,0.2540625,0.0
98,Unproductive Engagement,Stage 2,47,156,0.1903950216450216,0.0
99,Productive Disagreement,Stage 2,47,156,0.1903950216450216,0.0
100,Unproductive Engagement,Stage 2,48,15,0.0,0.0
101,Productive Disagreement,Stage 2,48,15,0.0,0.0
102,Unproductive Engagement,Stage 2,49,12,0.7,0.0
103,Productive Disagreement,Stage 2,49,12,0.7,0.0
104,Unproductive Engagement,Stage 2,50,18,0.0,0.0
105,Productive Disagreement,Stage 2,50,18,0.0,0.0
106,Unproductive Engagement,Stage 2,51,78,0.074537037037037,0.0
107,Productive Disagreement,Stage 2,51,78,0.074537037037037,0.0
108,Unproductive Engagement,Stage 2,52,31,0.2,0.0
109,Productive Disagreement,Stage 2,52,31,0.2,0.0
110,Unproductive Engagement,Stage 2,53,77,0.0143939393939394,0.0
111,Productive Disagreement,Stage 2,53,77,0.0143939393939394,0.0
112,Unproductive Engagement,Stage 2,54,17,0.0,0.0
113,Productive Disagreement,Stage 2,54,17,0.0,0.0
114,Unproductive Engagement,Stage 2,55,86,0.325,0.0
115,Productive Disagreement,Stage 2,55,86,0.325,0.0
116,Unproductive Engagement,Stage 2,56,14,-0.0714285714285714,0.0
117,Productive Disagreement,Stage 2,56,14,-0.0714285714285714,0.0
118,Unproductive Engagement,Stage 2,57,52,-0.153125,0.0
119,Productive Disagreement,Stage 2,57,52,-0.153125,0.0
120,Unproductive Engagement,Stage 3,1,5,0.0,0.0
121,Unproductive Engagement,Stage 3,1,5,0.0,0.0
122,Unproductive Engagement,Stage 3,2,1,0.0,0.0
123,Unproductive Engagement,Stage 3,2,1,0.0,0.0
124,Unproductive Engagement,Stage 3,3,2,0.75,0.0
125,Unproductive Engagement,Stage 3,3,2,0.75,0.0
126,Unproductive Engagement,Stage 3,4,1,0.5,0.0
127,Unproductive Engagement,Stage 3,4,1,0.5,0.0
128,Unproductive Engagement,Stage 3,5,4,0.0,0.0
129,Unproductive Engagement,Stage 3,5,4,0.0,0.0
130,Unproductive Engagement,Stage 3,6,11,0.0,0.0
131,Unproductive Engagement,Stage 3,6,11,0.0,0.0
132,Unproductive Engagement,Stage 3,7,106,0.25625,0.0
133,Unproductive Engagement,Stage 3,7,106,0.25625,0.0
134,Unproductive Engagement,Stage 3,7,1,0.0,0.0
135,Unproductive Engagement,Stage 3,7,1,0.0,0.0
136,Unproductive Engagement,Stage 3,8,130,0.2370833333333333,0.0
137,Unproductive Engagement,Stage 3,8,130,0.2370833333333333,0.0
138,Unproductive Engagement,Stage 3,9,68,0.0066666666666666,0.0
139,Unproductive Engagement,Stage 3,9,68,0.0066666666666666,0.0
140,Unproductive Engagement,Stage 3,10,8,0.0,0.0
141,Unproductive Engagement,Stage 3,10,8,0.0,0.0
142,Unproductive Engagement,Stage 3,11,48,0.1,0.0208333333333333
143,Unproductive Engagement,Stage 3,11,48,0.1,0.0208333333333333
144,Unproductive Engagement,Stage 3,11,1,0.5,0.0
145,Unproductive Engagement,Stage 3,11,1,0.5,0.0
146,Unproductive Engagement,Stage 3,12,2,0.0,0.0
147,Unproductive Engagement,Stage 3,12,2,0.0,0.0
148,Unproductive Engagement,Stage 3,13,62,0.4,0.0
149,Unproductive Engagement,Stage 3,13,62,0.4,0.0
150,Unproductive Engagement,Stage 3,14,188,0.1442708333333333,0.0
151,Unproductive Engagement,Stage 3,14,188,0.1442708333333333,0.0
152,Unproductive Engagement,Stage 3,15,4,0.0,0.0
153,Unproductive Engagement,Stage 3,15,4,0.0,0.0
154,Unproductive Engagement,Stage 3,16,64,-0.15,0.0
155,Unproductive Engagement,Stage 3,16,64,-0.15,0.0
156,Unproductive Engagement,Stage 3,16,1,0.0,0.0
157,Unproductive Engagement,Stage 3,16,1,0.0,0.0
158,Unproductive Engagement,Stage 3,16,1,0.5,1.0
159,Unproductive Engagement,Stage 3,16,1,0.5,1.0
160,Unproductive Engagement,Stage 3,17,171,0.23,0.0
161,Unproductive Engagement,Stage 3,17,171,0.23,0.0
162,Unproductive Engagement,Stage 3,18,13,0.4166666666666667,0.0
163,Unproductive Engagement,Stage 3,18,13,0.4166666666666667,0.0
164,Unproductive Engagement,Stage 3,19,1,0.5,0.0
165,Unproductive Engagement,Stage 3,19,1,0.5,0.0
166,Unproductive Engagement,Stage 3,20,29,0.2,0.0
167,Unproductive Engagement,Stage 3,20,29,0.2,0.0
168,Unproductive Engagement,Stage 4,20,2,1.0,1.0
169,Unproductive Engagement,Stage 4,20,2,1.0,1.0
170,Unproductive Engagement,Stage 4,20,1,0.0,1.0
171,Unproductive Engagement,Stage 4,20,1,0.0,1.0
172,Unproductive Engagement,Stage 4,20,1,0.5,0.0
173,Unproductive Engagement,Stage 4,20,1,0.5,0.0
174,Unproductive Engagement,Stage 4,21,2,0.8,0.0
175,Unproductive Engagement,Stage 4,21,2,0.8,0.0
176,Unproductive Engagement,Stage 4,22,16,-0.1666666666666666,0.0
177,Unproductive Engagement,Stage 4,22,16,-0.1666666666666666,0.0
178,Unproductive Engagement,Stage 4,22,1,0.0,0.0
179,Unproductive Engagement,Stage 4,22,1,0.0,0.0
180,Unproductive Engagement,Stage 4,23,104,0.3285714285714286,0.0096153846153846
181,Unproductive Engagement,Stage 4,23,104,0.3285714285714286,0.0096153846153846
182,Unproductive Engagement,Stage 4,23,1,0.0,0.0
183,Unproductive Engagement,Stage 4,23,1,0.0,0.0
184,Unproductive Engagement,Stage 4,24,101,0.395,0.0
185,Unproductive Engagement,Stage 4,24,101,0.395,0.0
186,Unproductive Engagement,Stage 4,25,169,0.24953125,0.0
187,Unproductive Engagement,Stage 4,25,169,0.24953125,0.0
188,Unproductive Engagement,Stage 4,26,13,0.5,0.0
189,Unproductive Engagement,Stage 4,26,13,0.5,0.0
190,Unproductive Engagement,Stage 4,27,19,0.6,0.0
191,Unproductive Engagement,Stage 4,27,19,0.6,0.0
192,Unproductive Engagement,Stage 4,28,28,0.5,0.0
193,Unproductive Engagement,Stage 4,28,28,0.5,0.0
194,Unproductive Engagement,Stage 4,29,108,0.2364955357142857,0.0
195,Unproductive Engagement,Stage 4,29,108,0.2364955357142857,0.0
196,Unproductive Engagement,Stage 4,30,108,0.2942857142857143,0.0
197,Unproductive Engagement,Stage 4,30,108,0.2942857142857143,0.0
198,Unproductive Engagement,Stage 4,31,91,0.0125,0.0
199,Unproductive Engagement,Stage 4,31,91,0.0125,0.0
200,Unproductive Engagement,Stage 4,32,30,0.15,0.0
201,Unproductive Engagement,Stage 4,32,30,0.15,0.0
202,Unproductive Engagement,Stage 4,33,50,0.0,0.0
203,Unproductive Engagement,Stage 4,33,50,0.0,0.0
204,Unproductive Engagement,Stage 4,34,161,0.2686011904761904,0.0
205,Unproductive Engagement,Stage 4,34,161,0.2686011904761904,0.0
206,Unproductive Engagement,Stage 4,35,122,0.1359126984126984,0.0
207,Unproductive Engagement,Stage 4,35,122,0.1359126984126984,0.0
208,Unproductive Engagement,Stage 4,36,104,0.2349999999999999,0.0096153846153846
209,Unproductive Engagement,Stage 4,36,104,0.2349999999999999,0.0096153846153846
210,Unproductive Engagement,Stage 4,36,1,0.5,0.0
211,Unproductive Engagement,Stage 4,36,1,0.5,0.0
212,Unproductive Engagement,Stage 4,37,105,0.1699999999999999,0.0
213,Unproductive Engagement,Stage 4,37,105,0.1699999999999999,0.0
214,Unproductive Engagement,Stage 4,37,1,0.0,1.0
215,Unproductive Engagement,Stage 4,37,1,0.0,1.0
216,Unproductive Engagement,Stage 4,38,12,-0.4,0.0
217,Unproductive Engagement,Stage 4,38,12,-0.4,0.0
218,Unproductive Engagement,Stage 4,39,21,0.0,0.0
219,Unproductive Engagement,Stage 4,39,21,0.0,0.0
220,Unproductive Engagement,Stage 4,40,13,0.1666666666666666,0.0
221,Unproductive Engagement,Stage 4,40,13,0.1666666666666666,0.0
222,Unproductive Engagement,Stage 4,40,6,0.0,1.0
223,Unproductive Engagement,Stage 4,40,6,0.0,1.0
224,Unproductive Engagement,Stage 4,40,4,0.0,1.0
225,Unproductive Engagement,Stage 4,40,4,0.0,1.0
226,Unproductive Engagement,Stage 4,41,2,0.0,0.0
227,Unproductive Engagement,Stage 4,41,2,0.0,0.0
228,Unproductive Engagement,Stage 4,42,1,0.0,0.0
229,Unproductive Engagement,Stage 4,42,1,0.0,0.0
230,Unproductive Engagement,Stage 4,42,1,0.0,1.0
231,Unproductive Engagement,Stage 4,42,1,0.0,1.0
232,Unproductive Engagement,Stage 4,43,30,0.0625,0.0
233,Unproductive Engagement,Stage 4,43,30,0.0625,0.0
234,Unproductive Engagement,Stage 4,44,2,0.5,0.0
235,Unproductive Engagement,Stage 4,44,2,0.5,0.0
236,Unproductive Engagement,Stage 4,45,62,0.2416666666666666,0.0
237,Unproductive Engagement,Stage 4,45,62,0.2416666666666666,0.0
238,Unproductive Engagement,Stage 4,46,16,0.0,0.0
239,Unproductive Engagement,Stage 4,46,16,0.0,0.0
240,Unproductive Engagement,Stage 4,47,164,0.1506944444444444,0.0060975609756097
241,Unproductive Engagement,Stage 4,47,164,0.1506944444444444,0.0060975609756097
242,Unproductive Engagement,Stage 4,47,1,0.5,0.0
243,Unproductive Engagement,Stage 4,47,1,0.5,0.0
244,Unproductive Engagement,Stage 4,48,5,0.0,0.0
245,Unproductive Engagement,Stage 4,48,5,0.0,0.0
246,Unproductive Engagement,Stage 4,49,14,0.26,0.0
247,Unproductive Engagement,Stage 4,49,14,0.26,0.0
248,Unproductive Engagement,Stage 4,49,2,0.0,1.0
249,Unproductive Engagement,Stage 4,49,2,0.0,1.0
250,Unproductive Engagement,Stage 4,49,1,0.0,1.0
251,Unproductive Engagement,Stage 4,49,1,0.0,1.0
252,Unproductive Engagement,Stage 4,50,239,0.1268166666666666,0.00418410041841
253,Unproductive Engagement,Stage 4,50,239,0.1268166666666666,0.00418410041841
254,Unproductive Engagement,Stage 4,50,2,0.2,1.0
255,Unproductive Engagement,Stage 4,50,2,0.2,1.0
256,Unproductive Engagement,Stage 4,50,1,0.0,1.0
257,Unproductive Engagement,Stage 4,50,1,0.0,1.0
258,Unproductive Engagement,Stage 4,50,2,0.5,0.0
259,Unproductive Engagement,Stage 4,50,2,0.5,0.0
260,Unproductive Engagement,Stage 4,51,33,0.5,0.0303030303030303
261,Unproductive Engagement,Stage 4,51,33,0.5,0.0303030303030303
262,Unproductive Engagement,Stage 4,51,9,0.0,1.0
263,Unproductive Engagement,Stage 4,51,9,0.0,1.0
264,Unproductive Engagement,Stage 4,51,7,0.0,1.0
265,Unproductive Engagement,Stage 4,51,7,0.0,1.0
266,Unproductive Engagement,Stage 4,51,1,0.0,0.0
267,Unproductive Engagement,Stage 4,51,1,0.0,0.0
268,Unproductive Engagement,Stage 4,52,1,0.0,0.0
269,Unproductive Engagement,Stage 4,52,1,0.0,0.0
270,Unproductive Engagement,Stage 4,53,20,0.5,0.0
271,Unproductive Engagement,Stage 4,53,20,0.5,0.0
272,Unproductive Engagement,Stage 4,54,15,0.0,0.0
273,Unproductive Engagement,Stage 4,54,15,0.0,0.0
274,Unproductive Engagement,Stage 4,55,13,0.15,0.0
275,Unproductive Engagement,Stage 4,55,13,0.15,0.0
276,Unproductive Engagement,Stage 4,56,99,0.195,0.0
277,Unproductive Engagement,Stage 4,56,99,0.195,0.0
278,Unproductive Engagement,Stage 4,57,5,0.0,0.0
279,Unproductive Engagement,Stage 4,57,5,0.0,0.0
280,Unproductive Engagement,Stage 4,58,1,0.5,0.0
281,Unproductive Engagement,Stage 4,58,1,0.5,0.0
282,Unproductive Engagement,Stage 4,59,5,0.8,0.0
283,Unproductive Engagement,Stage 4,59,5,0.8,0.0
284,Unproductive Engagement,Stage 4,60,4,1.0,0.0
285,Unproductive Engagement,Stage 4,60,4,1.0,0.0
286,Unproductive Engagement,Stage 4,61,29,-0.038095238095238,0.0344827586206896
287,Unproductive Engagement,Stage 4,61,29,-0.038095238095238,0.0344827586206896
288,Unproductive Engagement,Stage 4,61,1,0.0,1.0
289,Unproductive Engagement,Stage 4,61,1,0.0,1.0
290,Unproductive Engagement,Stage 4,61,1,0.0,1.0
291,Unproductive Engagement,Stage 4,61,1,0.0,1.0
292,Unproductive Engagement,Stage 4,61,1,0.0,0.0
293,Unproductive Engagement,Stage 4,61,1,0.0,0.0
294,Unproductive Engagement,Stage 4,62,1,0.0,0.0
295,Unproductive Engagement,Stage 4,62,1,0.0,0.0
296,Unproductive Engagement,Stage 4,63,56,0.0,0.0
297,Unproductive Engagement,Stage 4,63,56,0.0,0.0
298,Unproductive Engagement,Stage 4,63,1,0.0,0.0
299,Unproductive Engagement,Stage 4,63,1,0.0,0.0
300,Unproductive Engagement,Stage 4,64,4,0.9,0.0
301,Unproductive Engagement,Stage 4,64,4,0.9,0.0
302,Unproductive Engagement,Stage 4,65,57,0.2799999999999999,0.0
303,Unproductive Engagement,Stage 4,65,57,0.2799999999999999,0.0
304,Unproductive Engagement,Stage 4,66,15,0.54,0.0666666666666666
305,Unproductive Engagement,Stage 4,66,15,0.54,0.0666666666666666
306,Unproductive Engagement,Stage 4,66,1,0.0,0.0
307,Unproductive Engagement,Stage 4,66,1,0.0,0.0
308,Unproductive Engagement,Stage 4,66,2,0.375,1.0
309,Unproductive Engagement,Stage 4,66,2,0.375,1.0
310,Unproductive Engagement,Stage 4,66,2,0.0,1.0
311,Unproductive Engagement,Stage 4,66,2,0.0,1.0
312,Unproductive Engagement,Stage 4,67,27,0.2875,0.0
313,Unproductive Engagement,Stage 4,67,27,0.2875,0.0
314,Unproductive Engagement,Stage 4,68,15,0.2875,0.0
315,Unproductive Engagement,Stage 4,68,15,0.2875,0.0
316,Unproductive Engagement,Stage 4,69,22,-0.0191137566137566,0.0
317,Unproductive Engagement,Stage 4,69,22,-0.0191137566137566,0.0
318,Unproductive Engagement,Stage 4,70,12,0.15,0.0
319,Unproductive Engagement,Stage 4,70,12,0.15,0.0
320,Unproductive Engagement,Stage 4,70,1,0.0,0.0
321,Unproductive Engagement,Stage 4,70,1,0.0,0.0
322,Unproductive Engagement,Stage 4,71,17,0.3,0.0
323,Unproductive Engagement,Stage 4,71,17,0.3,0.0
324,Unproductive Engagement,Stage 4,72,2,0.5,0.0
325,Unproductive Engagement,Stage 4,72,2,0.5,0.0
326,Unproductive Engagement,Stage 4,73,1,0.2,0.0
327,Unproductive Engagement,Stage 4,73,1,0.2,0.0
328,Unproductive Engagement,Stage 4,74,1,-0.5,0.0
329,Unproductive Engagement,Stage 4,74,1,-0.5,0.0
330,Unproductive Engagement,Stage 4,75,3,0.0,0.0
331,Unproductive Engagement,Stage 4,75,3,0.0,0.0
332,Unproductive Engagement,Stage 4,75,1,0.0,1.0
333,Unproductive Engagement,Stage 4,75,1,0.0,1.0
334,Unproductive Engagement,Stage 4,76,13,0.2,0.0
335,Unproductive Engagement,Stage 4,76,13,0.2,0.0
336,Unproductive Engagement,Stage 4,77,20,0.0,0.0
337,Unproductive Engagement,Stage 4,77,20,0.0,0.0
338,Unproductive Engagement,Stage 4,77,3,0.75,1.0
339,Unproductive Engagement,Stage 4,77,3,0.75,1.0
340,Unproductive Engagement,Stage 4,77,2,0.0,1.0
341,Unproductive Engagement,Stage 4,77,2,0.0,1.0
342,Unproductive Engagement,Stage 4,78,2,0.0,0.0
343,Unproductive Engagement,Stage 4,78,2,0.0,0.0
344,Unproductive Engagement,Stage 4,79,8,0.35,0.0
345,Unproductive Engagement,Stage 4,79,8,0.35,0.0
346,Unproductive Engagement,Stage 4,80,3,0.35,0.3333333333333333
347,Unproductive Engagement,Stage 4,80,3,0.35,0.3333333333333333
348,Unproductive Engagement,Stage 4,80,1,0.35,0.0
349,Unproductive Engagement,Stage 4,80,1,0.35,0.0
350,Unproductive Engagement,Stage 4,80,3,0.6,1.0
351,Unproductive Engagement,Stage 4,80,3,0.6,1.0
352,Unproductive Engagement,Stage 4,80,1,0.0,1.0
353,Unproductive Engagement,Stage 4,80,1,0.0,1.0
354,Unproductive Engagement,Stage 4,81,2,0.0,0.0
355,Unproductive Engagement,Stage 4,81,2,0.0,0.0
356,Productive Disagreement,Stage 2,1,4,0.0,0.0
357,Productive Disagreement,Stage 2,1,4,0.0,0.0
358,Productive Disagreement,Stage 2,2,8,0.0,0.0
359,Productive Disagreement,Stage 2,2,8,0.0,0.0
360,Productive Disagreement,Stage 3,3,125,0.240530303030303,0.0
361,Productive Disagreement,Stage 3,3,125,0.240530303030303,0.0
362,Productive Disagreement,Stage 3,4,6,0.0,0.0
363,Productive Disagreement,Stage 3,4,6,0.0,0.0
364,Productive Disagreement,Stage 3,5,1,0.0,0.0
365,Productive Disagreement,Stage 3,5,1,0.0,0.0
366,Productive Disagreement,Stage 3,6,73,0.1854166666666666,0.0
367,Productive Disagreement,Stage 3,6,73,0.1854166666666666,0.0
368,Productive Disagreement,Stage 3,7,85,0.2051346801346801,0.0
369,Productive Disagreement,Stage 3,7,85,0.2051346801346801,0.0
370,Productive Disagreement,Stage 3,8,56,0.325,0.0
371,Productive Disagreement,Stage 3,8,56,0.325,0.0
372,Productive Disagreement,Stage 3,8,1,0.0,0.0
373,Productive Disagreement,Stage 3,8,1,0.0,0.0
374,Productive Disagreement,Stage 3,9,65,0.1208333333333333,0.0
375,Productive Disagreement,Stage 3,9,65,0.1208333333333333,0.0
376,Productive Disagreement,Stage 3,10,71,0.1571428571428571,0.0
377,Productive Disagreement,Stage 3,10,71,0.1571428571428571,0.0
378,Productive Disagreement,Stage 3,11,79,0.01875,0.0
379,Productive Disagreement,Stage 3,11,79,0.01875,0.0
380,Productive Disagreement,Stage 3,12,8,0.2,0.0
381,Productive Disagreement,Stage 3,12,8,0.2,0.0
382,Productive Disagreement,Stage 3,13,3,0.0,0.0
383,Productive Disagreement,Stage 3,13,3,0.0,0.0
384,Productive Disagreement,Stage 3,14,65,0.375,0.0153846153846153
385,Productive Disagreement,Stage 3,14,65,0.375,0.0153846153846153
386,Productive Disagreement,Stage 3,14,2,0.0,0.0
387,Productive Disagreement,Stage 3,14,2,0.0,0.0
388,Productive Disagreement,Stage 3,15,10,0.5,0.0
389,Productive Disagreement,Stage 3,15,10,0.5,0.0
390,Productive Disagreement,Stage 3,16,86,0.0198412698412698,0.0
391,Productive Disagreement,Stage 3,16,86,0.0198412698412698,0.0
392,Productive Disagreement,Stage 3,17,6,-0.3125,0.1666666666666666
393,Productive Disagreement,Stage 3,17,6,-0.3125,0.1666666666666666
394,Productive Disagreement,Stage 3,17,1,0.0,0.0
395,Productive Disagreement,Stage 3,17,1,0.0,0.0
396,Productive Disagreement,Stage 3,17,1,0.0,1.0
397,Productive Disagreement,Stage 3,17,1,0.0,1.0
398,Productive Disagreement,Stage 3,17,1,0.0,1.0
399,Productive Disagreement,Stage 3,17,1,0.0,1.0
400,Productive Disagreement,Stage 3,18,4,0.0,0.0
401,Productive Disagreement,Stage 3,18,4,0.0,0.0
402,Productive Disagreement,Stage 3,19,7,0.25,0.0
403,Productive Disagreement,Stage 3,19,7,0.25,0.0
404,Productive Disagreement,Stage 3,20,269,0.0757832080200501,0.0
405,Productive Disagreement,Stage 3,20,269,0.0757832080200501,0.0
406,Productive Disagreement,Stage 3,21,173,-0.1025564082382264,0.0
407,Productive Disagreement,Stage 3,21,173,-0.1025564082382264,0.0
408,Productive Disagreement,Stage 3,22,208,0.2358024691358024,0.0
409,Productive Disagreement,Stage 3,22,208,0.2358024691358024,0.0
410,Productive Disagreement,Stage 3,23,2,0.0,0.0
411,Productive Disagreement,Stage 3,23,2,0.0,0.0
412,Productive Disagreement,Stage 3,24,17,0.1,0.0
413,Productive Disagreement,Stage 3,24,17,0.1,0.0
414,Productive Disagreement,Stage 3,24,2,0.0,1.0
415,Productive Disagreement,Stage 3,24,2,0.0,1.0
416,Productive Disagreement,Stage 3,24,3,0.0,1.0
417,Productive Disagreement,Stage 3,24,3,0.0,1.0
418,Productive Disagreement,Stage 3,25,90,0.0422619047619047,0.0
419,Productive Disagreement,Stage 3,25,90,0.0422619047619047,0.0
420,Productive Disagreement,Stage 3,26,94,0.3544642857142857,0.0
421,Productive Disagreement,Stage 3,26,94,0.3544642857142857,0.0
422,Productive Disagreement,Stage 3,26,1,0.0,0.0
423,Productive Disagreement,Stage 3,26,1,0.0,0.0
424,Productive Disagreement,Stage 3,27,112,-0.025,0.0
425,Productive Disagreement,Stage 3,27,112,-0.025,0.0
426,Productive Disagreement,Stage 3,28,2,0.0,0.0
427,Productive Disagreement,Stage 3,28,2,0.0,0.0
428,Productive Disagreement,Stage 3,28,5,0.0,1.0
429,Productive Disagreement,Stage 3,28,5,0.0,1.0
430,Productive Disagreement,Stage 3,28,3,0.0,1.0
431,Productive Disagreement,Stage 3,28,3,0.0,1.0
432,Productive Disagreement,Stage 3,29,4,0.0,0.0
433,Productive Disagreement,Stage 3,29,4,0.0,0.0
434,Productive Disagreement,Stage 3,30,229,0.2384615384615384,0.0
435,Productive Disagreement,Stage 3,30,229,0.2384615384615384,0.0
436,Productive Disagreement,Stage 3,31,119,0.1222222222222222,0.0252100840336134
437,Productive Disagreement,Stage 3,31,119,0.1222222222222222,0.0252100840336134
438,Productive Disagreement,Stage 3,31,3,0.0,0.0
439,Productive Disagreement,Stage 3,31,3,0.0,0.0
440,Productive Disagreement,Stage 4,31,55,0.0401785714285714,1.0
441,Productive Disagreement,Stage 4,31,55,0.0401785714285714,1.0
442,Productive Disagreement,Stage 4,31,58,-0.0333333333333333,1.0
443,Productive Disagreement,Stage 4,31,58,-0.0333333333333333,1.0
444,Productive Disagreement,Stage 4,32,1,0.0,0.0
445,Productive Disagreement,Stage 4,32,1,0.0,0.0
446,Productive Disagreement,Stage 4,32,12,-0.0625,1.0
447,Productive Disagreement,Stage 4,32,12,-0.0625,1.0
448,Productive Disagreement,Stage 4,32,11,0.1,1.0
