timestamp_ms,_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,No_hands
498.0,6.440491233661305e-07,0.0013540462823584676,0.001489540678448975,0.47171255946159363,0.3312270939350128,0.512721061706543,8.822647032502573e-06,4.769267434312496e-07,3.3924977742572082e-06,0.2939578890800476,0.014211620204150677,0.22371914982795715,0.12035098671913147,0.4985771179199219,0.02238948829472065,0.016453439369797707,0.5024306774139404,0.06717555969953537,0.12027082592248917,0.11366540938615799,0.45517024397850037,0.004053149838000536,0.071317158639431,0.0003041046147700399,0.0001629667094675824,0.00011798217747127637,0.00011299891048111022,1.9338749552844092e-06,0.09459405392408371,0.008012468926608562,0.11640053987503052,0.14861880242824554,7.83629875513725e-05,0.014786185696721077,0.0019871273543685675,0.0007404361967928708,0.13826021552085876,0.09621581435203552,0.0007755166734568775,7.274077688634861e-06,0.017100658267736435,0.0032811425626277924,0.07014261186122894,0.00916384905576706,0.04900074005126953,0.05237086862325668,0.3472125232219696,0.5176072120666504,0.0002857551153283566,0.0006300468230620027,3.838443262793589e-06,6.669127969871624e-07,1
528.0,7.158342896218528e-07,0.0009032445377670228,0.0005352886510081589,0.6121760606765747,0.36158663034439087,0.6618343591690063,6.0211891650396865e-06,5.534357114811428e-07,1.9268793494120473e-06,0.28974899649620056,0.010344693437218666,0.26952269673347473,0.08752267807722092,0.39374688267707825,0.027339467778801918,0.025061555206775665,0.41816627979278564,0.06423895061016083,0.17163167893886566,0.10155018419027328,0.4854673445224762,0.004234659019857645,0.0911547839641571,0.00018492784874979407,0.00010772486712085083,0.0001305576297454536,0.00018445694877300411,1.952961156348465e-06,0.03295105695724487,0.009952517226338387,0.17898884415626526,0.22739960253238678,6.843866140116006e-05,0.0076449657790362835,0.001659864210523665,0.0004746888589579612,0.08823812007904053,0.121174156665802,0.0008533744839951396,1.724419962556567e-05,0.01401361171156168,0.004927458241581917,0.09309785068035126,0.00895797647535801,0.01168832741677761,0.01772218942642212,0.13785618543624878,0.36744824051856995,0.00017218101129401475,0.0005188729264773428,3.893397661158815e-06,6.508453793685476e-07,1
561.0,5.749801061938342e-07,0.0007679716218262911,0.0008089470211416483,0.6350514888763428,0.2907906472682953,0.4834769368171692,5.863541446160525e-06,5.209569735598052e-07,1.948951648955699e-06,0.24611468613147736,0.01574973203241825,0.26318973302841187,0.17019371688365936,0.2330990880727768,0.06212621182203293,0.05626136064529419,0.2194603532552719,0.05695880204439163,0.09384989738464355,0.13796457648277283,0.46027472615242004,0.004968604072928429,0.07370512932538986,0.00015949226508382708,0.000192895473446697,0.00014760128397028893,0.00012566315126605332,2.4693258637853432e-06,0.033397991210222244,0.011695842258632183,0.13869118690490723,0.1890745609998703,7.823449413990602e-05,0.0051668002270162106,0.001395637053065002,0.00048126745969057083,0.07613463699817657,0.09938506782054901,0.001015756744891405,2.4384531570831314e-05,0.014109082520008087,0.002909672213718295,0.10735086351633072,0.012365312315523624,0.01131792739033699,0.017843764275312424,0.08184982091188431,0.33646610379219055,0.00021317657956387848,0.0005314653390087187,4.0523709685658105e-06,6.880729870317737e-07,1
595.0,6.93940080509492e-07,0.00036119818105362356,0.00020388117991387844,0.7596041560173035,0.33659419417381287,0.7039812803268433,7.728228410996962e-06,9.642159284339868e-07,2.476388999639312e-06,0.27269992232322693,0.015155475586652756,0.28990814089775085,0.192072793841362,0.11101238429546356,0.12613998353481293,0.132963627576828,0.10082236677408218,0.049246933311223984,0.09275630116462708,0.17503754794597626,0.4548545479774475,0.004143846686929464,0.08299723267555237,0.00019055370648857206,0.0001397133310092613,0.00021375178766902536,0.0002651590039022267,4.127443389734253e-06,0.03782893344759941,0.013467845506966114,0.12220995873212814,0.17474479973316193,8.623454050393775e-05,0.0017121279379352927,0.001755255158059299,0.0006979879108257592,0.10280542075634003,0.09168905764818192,0.0010350788943469524,8.098286343738437e-05,0.020345859229564667,0.002970419591292739,0.08510609716176987,0.008711417205631733,0.011115757748484612,0.01519777998328209,0.06425852328538895,0.3062083125114441,0.00012061892630299553,0.00022846747015137225,5.156255156180123e-06,8.355105478585756e-07,1
661.0,1.1245894029343617e-06,0.0004782343457918614,0.00045607128413394094,0.5918093919754028,0.33763304352760315,0.6792446374893188,9.323369340563659e-06,9.335435038337891e-07,2.681746764210402e-06,0.3019993007183075,0.020982518792152405,0.2964600920677185,0.1342748999595642,0.18621370196342468,0.06683190912008286,0.07958214730024338,0.20308858156204224,0.05787890776991844,0.13669821619987488,0.19941458106040955,0.5837342143058777,0.0038823115173727274,0.05460501089692116,0.00021067846682853997,9.021293226396665e-05,0.0004494362510740757,0.0003537308657541871,9.267891982744914e-06,0.06196456402540207,0.006719249300658703,0.11064483970403671,0.19061195850372314,5.667120422003791e-05,0.009777028113603592,0.0014766767853870988,0.0008092877687886357,0.07955829799175262,0.039680033922195435,0.0007581172394566238,1.2070182492607273e-05,0.031389735639095306,0.008849346078932285,0.05960541591048241,0.006780105177313089,0.004347353707998991,0.004073328338563442,0.04309917613863945,0.4543093144893646,0.0002743719960562885,0.0003971254627685994,3.808121846304857e-06,1.0978932323268964e-06,1
698.0000000000001,1.1485889217510703e-06,0.0005352415610104799,0.0007624253630638123,0.5165106058120728,0.3318467140197754,0.6302881836891174,9.496287930232938e-06,8.306823815473763e-07,3.827137788903201e-06,0.2658812999725342,0.020799582824110985,0.28048786520957947,0.18913310766220093,0.11862804740667343,0.14667807519435883,0.13579913973808289,0.10032959282398224,0.05763678997755051,0.1034904196858406,0.1664627492427826,0.6882237195968628,0.0048270379193127155,0.05560743808746338,0.00023532554041594267,0.0001393013371853158,0.0006999405450187624,0.00042455102084204555,1.2101646461815108e-05,0.09347788989543915,0.010899187065660954,0.038115572184324265,0.08519143611192703,5.8666406403062865e-05,0.012936830520629883,0.002164819510653615,0.0012832421343773603,0.0918884351849556,0.06539575755596161,0.0006676584016531706,1.2181716556369793e-05,0.046408843249082565,0.027199648320674896,0.039389777928590775,0.0049820407293736935,0.0022934405133128166,0.0022370514925569296,0.014133245684206486,0.4728108048439026,0.00019428854284342378,0.00022116424224805087,4.2369078983028885e-06,1.4112449662206927e-06,1
861.0,6.835164754193102e-07,0.00035788846435025334,0.000315393932396546,0.682563304901123,0.4096904993057251,0.7490676641464233,8.230599632952362e-06,6.532631005029543e-07,2.439631316519808e-06,0.2498207986354828,0.04878946393728256,0.19308318197727203,0.15348359942436218,0.006808944046497345,0.6381205320358276,0.669038712978363,0.007123796734958887,0.07950996607542038,0.11024618148803711,0.21735471487045288,0.7023859024047852,0.0056375497952103615,0.0212615467607975,0.0003813119255937636,3.6164314224151894e-05,0.00031757663236930966,0.0005847284919582307,5.142083409737097e-06,0.02873651124536991,0.0036437050439417362,0.05492018535733223,0.1162317544221878,0.00011334489681757987,0.0024871155619621277,0.003068211954087019,0.0036433518398553133,0.03865906223654747,0.011344095692038536,0.006161903962492943,6.67731073917821e-05,0.01752624288201332,0.007196308579295874,0.0158956628292799,0.004035207908600569,0.00043339532567188144,0.00037552989670075476,0.009046326391398907,0.3943781554698944,0.00025949926930479705,0.0004077781632076949,1.3348510037758388e-05,8.843992986840021e-07,1
895.0,5.37003984391049e-07,0.0003005008911713958,0.0003623656230047345,0.6578058004379272,0.4281288683414459,0.7327967286109924,6.935907094884897e-06,6.54204541206127e-07,2.839404032783932e-06,0.25404632091522217,0.030074268579483032,0.26472485065460205,0.15806473791599274,0.016202082857489586,0.4876725673675537,0.5471133589744568,0.014393087476491928,0.056940823793411255,0.113212451338768,0.1988486647605896,0.6765232086181641,0.005498111713677645,0.03723547235131264,0.000526784046087414,7.0804642746225e-05,0.00019590188458096236,0.0002662614861037582,3.3822668683569646e-06,0.041914958506822586,0.003198885591700673,0.06882356852293015,0.15000902116298676,0.0001637720561120659,0.009896419942378998,0.003783760592341423,0.004007846582680941,0.03482576459646225,0.011998987756669521,0.006513174623250961,1.4604075659008231e-05,0.01287272572517395,0.005530806723982096,0.014061585068702698,0.004252281039953232,0.000641983060631901,0.0005189693765714765,0.014490003697574139,0.5227589011192322,0.00033262965735048056,0.0004418145981617272,1.3651912922796328e-05,7.927204705993063e-07,1
924.0,7.063578664201486e-07,0.0006627802504226565,0.0009565682266838849,0.5424895286560059,0.29187238216400146,0.618376612663269,8.10510027804412e-06,5.070269253337756e-07,2.1614621346088825e-06,0.25693050026893616,0.056781306862831116,0.2028854787349701,0.16837000846862793,0.02467142418026924,0.31749844551086426,0.35882139205932617,0.041782185435295105,0.07637763768434525,0.10855851322412491,0.2233525961637497,0.6503971815109253,0.004722195211797953,0.02159043960273266,0.00027975585544481874,6.288458098424599e-05,0.00023711675021331757,0.00029686567722819746,3.7296651953511173e-06,0.04348605126142502,0.00632350891828537,0.055797647684812546,0.11138318479061127,6.369446055032313e-05,0.0024998437147587538,0.002669927664101124,0.0020810961723327637,0.061423059552907944,0.021929413080215454,0.002462918171659112,7.22055701771751e-05,0.017924781888723373,0.006793934386223555,0.029903192073106766,0.005102092865854502,0.0010682182619348168,0.0010177583899348974,0.011900450102984905,0.3476446866989136,0.00026012343005277216,0.0004625307919923216,9.863619197858498e-06,1.044819327944424e-06,1
959.0000000000001,4.867304710387543e-07,0.0016008258098736405,0.0036098407581448555,0.37423470616340637,0.2833397090435028,0.43460407853126526,5.808231435366906e-06,3.2351985623790824e-07,2.114003109454643e-06,0.16625802218914032,0.04422434791922569,0.22814106941223145,0.19735166430473328,0.1867135912179947,0.06554801762104034,0.07105351984500885,0.19564682245254517,0.0592191219329834,0.0803518146276474,0.18708768486976624,0.5708926916122437,0.008601394481956959,0.030440999194979668,0.0003093669074587524,8.138363773468882e-05,4.4880503992317244e-05,0.00010223900608252734,6.398389587047859e-07,0.0885920599102974,0.004421043209731579,0.043571438640356064,0.08268710225820541,0.00016468673129566014,0.010762340389192104,0.002421633806079626,0.0019574251491576433,0.07225143909454346,0.027923937886953354,0.0067955683916807175,1.8921105947811157e-05,0.004769108258187771,0.001042732736095786,0.03811351954936981,0.012390381656587124,0.0059687308967113495,0.006045759655535221,0.03159968927502632,0.4600738286972046,0.0007267880719155073,0.0012271940940991044,1.5764573618071154e-05,7.863985160838638e-07,1
991.0,5.487073622134631e-07,0.0021770538296550512,0.005917716305702925,0.2504500150680542,0.22978881001472473,0.3946983218193054,4.988852651877096e-06,2.5636327904976497e-07,1.6792605492810253e-06,0.1633744239807129,0.06193286180496216,0.12476249039173126,0.11714454740285873,0.21541807055473328,0.05898993834853172,0.056030746549367905,0.22281010448932648,0.10708039253950119,0.13264235854148865,0.15763941407203674,0.5063542127609253,0.009581451304256916,0.020884715020656586,0.0002151117951143533,7.129891309887171e-05,5.6753891840344295e-05,0.00014146059402264655,8.637441055725503e-07,0.0890040248632431,0.005183154251426458,0.02926984615623951,0.06004657223820686,0.0001523931132396683,0.006518993526697159,0.001405345625244081,0.0013521171640604734,0.06947027891874313,0.024315332993865013,0.008770150132477283,3.3648964745225385e-05,0.004396652337163687,0.000850605487357825,0.04021962359547615,0.011439317837357521,0.004268564749509096,0.004215501714497805,0.015278414823114872,0.3797172009944916,0.00045399254304356873,0.0006041047745384276,1.655605410633143e-05,7.026170010249189e-07,1
1222.0,3.934359540380683e-07,0.00033192956470884383,0.00038832667632959783,0.6576780080795288,0.381991446018219,0.6649391651153564,3.973657840106171e-06,3.211666523839085e-07,9.253841426470899e-07,0.16745702922344208,0.07793405652046204,0.15306435525417328,0.1338043212890625,0.02364848181605339,0.3853989541530609,0.4088895916938782,0.017457520589232445,0.09513996541500092,0.1331959366798401,0.11678359657526016,0.635593056678772,0.008558067493140697,0.014974378980696201,9.743357804836705e-05,5.942961070104502e-05,0.0007548889261670411,0.0011380835203453898,1.1852597708639223e-05,0.02274303138256073,0.015588001348078251,0.001337152672931552,0.004400363191962242,0.00024019427655730397,0.00034255749778822064,0.002398126758635044,0.0015749031445011497,0.016872551292181015,0.025445016101002693,0.038247957825660706,0.0018703769892454147,0.028424028307199478,0.018510302528738976,0.015588520094752312,0.0030511864461004734,5.96406425756868e-05,0.00012755942589137703,0.00019185688870493323,0.112759068608284,7.198296225396916e-05,0.00013123235839884728,8.578143024351448e-06,4.1774924852688855e-07,1
