timestamp_ms,_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,angry,disgust,fear,happy,sad,surprise,neutral,No_hands
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004990228262613527,2.0455215212628053e-10,99.52874183654785,0.050172756891697645,0.11526596499606967,0.3009946318343282,0.00432203414675314,1
67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009068038707482629,4.0854997336581267e-10,99.45014715194702,0.06384655134752393,0.13483265647664666,0.346728996373713,0.0035434786695986986,1
135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014120959485023922,8.225408955956846e-10,99.32016738412769,0.10224234956594115,0.23965932831504008,0.3299472925874838,0.0065718151187129925,1
200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024244925953098573,1.3548992656986503e-09,99.07039999961853,0.14884578995406628,0.4135752562433481,0.3542544087395072,0.010507588012842461,1
266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036779389493289336,8.271561012880346e-10,98.99327152927349,0.1201307123418577,0.3875863038054886,0.48898358949921067,0.006350098207040024,1
303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00400275421270635,7.407780985846379e-10,99.01047348976135,0.11651646345853806,0.42727794498205185,0.4358361940830946,0.005892612898605876,1
333.0,7.375401764875278e-07,0.0005572841037064791,0.000392920890590176,0.6906656622886658,0.27668267488479614,0.7111841440200806,1.0666063644748647e-05,6.725923640260589e-07,5.001748832000885e-06,0.32559648156166077,0.033167023211717606,0.3718695044517517,0.23802414536476135,0.025403864681720734,0.628403902053833,0.6068249344825745,0.0058613973669707775,0.034420207142829895,0.08629345893859863,0.22541530430316925,0.6636302471160889,0.0032917307689785957,0.04138008505105972,0.0003452683740761131,0.0001076252810889855,0.0003362019779160619,0.00018536655989009887,5.977609362162184e-06,0.07588876783847809,0.004978647921234369,0.15408219397068024,0.21521428227424622,5.0184247811557725e-05,0.030162565410137177,0.00140661490149796,0.0008700758335180581,0.10405614972114563,0.03797480836510658,0.0003028573119081557,2.873372750400449e-06,0.021844273433089256,0.008902997709810734,0.041638728231191635,0.004634498152881861,0.016013840213418007,0.011799118481576443,0.23923291265964508,0.597287654876709,0.0004638715472538024,0.0007250627386383712,4.327437636675313e-06,5.714361464015383e-07,0.005486440932145342,1.5376750220341684e-09,98.76055717468262,0.16126445261761546,0.5725858267396688,0.4918067716062069,0.008300560875795782,1
368.0,1.003821921585768e-06,0.0005247198860161006,0.00030859920661896467,0.715469241142273,0.3165757954120636,0.7893794775009155,1.2955134479852859e-05,7.844546985324996e-07,5.416658041212941e-06,0.2758846879005432,0.025594351813197136,0.4382469952106476,0.16549289226531982,0.013108779676258564,0.7775846719741821,0.7515029311180115,0.0022774033714085817,0.027225807309150696,0.1320672631263733,0.18089501559734344,0.7155344486236572,0.004236854612827301,0.046402592211961746,0.000539496832061559,5.6260512792505324e-05,0.00032470226869918406,0.0003199949278496206,5.633592991216574e-06,0.11106951534748077,0.004334281664341688,0.17817094922065735,0.256290465593338,4.6976660087239e-05,0.03911353647708893,0.0025671450421214104,0.001909485086798668,0.12451142817735672,0.029622575268149376,0.00025918494793586433,2.028669314313447e-06,0.02446260303258896,0.012872259132564068,0.02586200088262558,0.0031120176427066326,0.009551606141030788,0.005556758493185043,0.18889746069908142,0.5661988258361816,0.0005674950079992414,0.0006842675502412021,6.06273306402727e-06,6.216892529664619e-07,0.005636770555985454,1.6744181692780924e-09,98.818278242247,0.14850310702267927,0.6722459038940611,0.3466337660183767,0.008701690030897187,1
401.0,1.0318610748072388e-06,0.0006429805071093142,0.0002961586869787425,0.6997624635696411,0.33214235305786133,0.7802464962005615,1.379632612952264e-05,7.628493676747894e-07,5.993666945869336e-06,0.2933856248855591,0.025827430188655853,0.42329955101013184,0.15425804257392883,0.020992087200284004,0.7056430578231812,0.6623168587684631,0.0034495999570935965,0.030303850769996643,0.14485813677310944,0.19591711461544037,0.7035185098648071,0.0038760334718972445,0.04771910980343819,0.0004748610663227737,7.470176933566108e-05,0.0004525144468061626,0.00030713810701854527,7.964221367728896e-06,0.10789889842271805,0.005411809775978327,0.14409035444259644,0.20776422321796417,3.7654976040357724e-05,0.03160843625664711,0.0024005668237805367,0.0015654116868972778,0.13564075529575348,0.043042268604040146,0.00019346813496667892,2.447057340759784e-06,0.037211161106824875,0.02071559429168701,0.02640504203736782,0.0023030785378068686,0.012362120673060417,0.008040527813136578,0.22635534405708313,0.6120778322219849,0.00030849422910250723,0.0003979344037361443,4.459358478925424e-06,6.246905854823126e-07,0.005937275253209502,2.534002650307857e-09,98.6283777509186,0.21093427389821695,0.6783715326632896,0.4669661259014757,0.009413967594725873,1
433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067726607085205615,2.7790009876627053e-09,98.50791692733765,0.23276961874216795,0.7950724102556705,0.4478445742279291,0.00962651683948934,1
464.0,1.288218300032895e-06,0.0006142637575976551,0.00037078684545122087,0.6367143392562866,0.30963897705078125,0.7363958358764648,1.4357605323311873e-05,8.584015063206607e-07,4.161553988524247e-06,0.3067273497581482,0.020349714905023575,0.34036722779273987,0.09553889185190201,0.05190381780266762,0.35549670457839966,0.3700508177280426,0.022908246144652367,0.055094536393880844,0.20743733644485474,0.2080284208059311,0.6558592319488525,0.0036974174436181784,0.056334201246500015,0.0003521842008922249,7.079383794916794e-05,0.0005593086243607104,0.00035296668647788465,1.0530548024689779e-05,0.08905880898237228,0.007678755093365908,0.17766641080379486,0.25694167613983154,3.7265232094796374e-05,0.011106033809483051,0.0023794558364897966,0.0012047127820551395,0.14052914083003998,0.0607093907892704,0.000229172597755678,7.487279162887717e-06,0.04598618298768997,0.023383282124996185,0.03715568035840988,0.0026647625491023064,0.010646152310073376,0.008419656194746494,0.16951175034046173,0.557317852973938,0.00019696740491781384,0.0003527397639118135,3.282147417849046e-06,8.302278047267464e-07,0.005581285586231388,2.2238004840358094e-09,98.71159195899963,0.20256801508367062,0.6676395889371634,0.4040693398565054,0.00855546968523413,1
498.0,9.09633627088624e-07,0.0005813034949824214,0.0005224347114562988,0.6091306209564209,0.2715189754962921,0.6639584302902222,9.980991308111697e-06,7.255969194375211e-07,3.1713100270280847e-06,0.29626625776290894,0.02060861513018608,0.3284592032432556,0.16753780841827393,0.06988351047039032,0.21425266563892365,0.2381289303302765,0.05354733392596245,0.04453245922923088,0.11110913008451462,0.20774930715560913,0.5852651596069336,0.0037965707015246153,0.051559917628765106,0.00029308241209946573,0.00012665065878536552,0.00032904790714383125,0.00017927703447639942,6.380501872627065e-06,0.05097300931811333,0.0048221503384411335,0.18352088332176208,0.27672362327575684,6.741612014593557e-05,0.016111791133880615,0.0018606854137033224,0.0009740801178850234,0.08095370978116989,0.03789011389017105,0.0006385189481079578,5.733528269047383e-06,0.020597996190190315,0.006762550212442875,0.04667377844452858,0.006363538093864918,0.007136252708733082,0.00618252856656909,0.11172866076231003,0.5207182168960571,0.00041381598566658795,0.000761296832934022,4.582066594593925e-06,8.41398843931529e-07,0.007001693719633295,2.302685783577842e-09,98.43631973483085,0.1846674823376526,1.0009216741276785,0.3602984576105152,0.010787539128588982,1
528.0,1.3844401109963655e-06,0.0004112057213205844,0.0002450305037200451,0.6834969520568848,0.3268370032310486,0.7376341819763184,1.2191432688268833e-05,9.902798865368823e-07,3.8048183341743425e-06,0.2928568422794342,0.013679173775017262,0.35570037364959717,0.11752459406852722,0.06794445216655731,0.24747464060783386,0.27352285385131836,0.04528846964240074,0.051526304334402084,0.18230606615543365,0.19982057809829712,0.589637815952301,0.004319963976740837,0.08202482014894485,0.00023706702631898224,8.40253705973737e-05,0.000668599212076515,0.0003923315671272576,1.4947730960557237e-05,0.0739060640335083,0.010078620165586472,0.13800832629203796,0.2122437059879303,3.362878487678245e-05,0.006251583341509104,0.0016394439153373241,0.0007247708854265511,0.13905540108680725,0.0698314756155014,0.0002458326634950936,1.7191163351526484e-05,0.053204286843538284,0.025851428508758545,0.05873946473002434,0.003373960964381695,0.009463982656598091,0.008390761911869049,0.10502616316080093,0.5082348585128784,0.0001488367997808382,0.00024271139409393072,2.6551813334663166e-06,9.223982146977505e-07,0.00602639046509562,1.997312969970019e-09,98.63587005566002,0.18942401441398435,0.7357420811196662,0.4263766618223979,0.006563825500355721,1
561.0,5.891853902539879e-07,0.00034898932790383697,0.000344080530339852,0.6917694807052612,0.3471161127090454,0.6863858699798584,8.111812348943204e-06,6.234133707039291e-07,2.695487182791112e-06,0.3194863796234131,0.013682113960385323,0.2971198558807373,0.2186381071805954,0.1917767971754074,0.10152657330036163,0.07502797991037369,0.15017069876194,0.050710875540971756,0.08709963411092758,0.19286398589611053,0.5344789028167725,0.0037430995143949986,0.0844760537147522,0.00022681424161419272,7.327762432396412e-05,0.00030049087945371866,0.00026230208459310234,7.989690857357346e-06,0.029678061604499817,0.005763648077845573,0.21392911672592163,0.2625137269496918,6.0134527302579954e-05,0.00419203843921423,0.0013423300115391612,0.000544504844583571,0.0932350680232048,0.06063627451658249,0.0004367778019513935,2.2351276129484177e-05,0.01765216700732708,0.007080219220370054,0.05575589835643768,0.0045417421497404575,0.011445298790931702,0.012835447676479816,0.22585299611091614,0.4378308951854706,0.00022540947247762233,0.0005240875761955976,2.4621374450362055e-06,6.037146249582293e-07,0.00873598744194321,3.3591818830388577e-09,98.08927166994046,0.23327268653498212,1.3389662706235808,0.3203175687234145,0.009438173418439085,1
595.0,6.049179432920937e-07,0.0005690421676263213,0.0006607298855669796,0.5903639197349548,0.35578447580337524,0.6079185009002686,6.218740509211784e-06,5.114018790663977e-07,2.4701150778128067e-06,0.26639536023139954,0.0157309677451849,0.28734180331230164,0.1781216263771057,0.10706930607557297,0.1680474430322647,0.15717652440071106,0.07796750217676163,0.049592792987823486,0.0962725579738617,0.14907583594322205,0.5862412452697754,0.00450883386656642,0.0695655569434166,0.00019710946071427315,9.422691073268652e-05,0.0002164059696951881,0.00023626169422641397,4.591681317833718e-06,0.0440840944647789,0.005358905531466007,0.09627793729305267,0.14434142410755157,7.409376121358946e-05,0.005850906018167734,0.0013703370932489634,0.0006269624573178589,0.09723329544067383,0.05780039727687836,0.0008366513648070395,2.2505362721858546e-05,0.0144514674320817,0.004759873729199171,0.04991789907217026,0.005952070467174053,0.011263483203947544,0.01281226146966219,0.10768737643957138,0.40147942304611206,0.0001775819982867688,0.0003606531536206603,4.0453855945088435e-06,6.230211511137895e-07,0.007996391650522128,3.0364797481974293e-09,98.44946265220642,0.20210701040923595,0.8911887183785439,0.4424396902322769,0.006804647273384035,1
630.0,6.345316592160088e-07,0.0003769428585655987,0.00047498263302259147,0.6643553972244263,0.34443068504333496,0.613107442855835,9.809773473534733e-06,6.620252293032536e-07,3.1851220683165593e-06,0.2960847318172455,0.019617991521954536,0.26970481872558594,0.20053882896900177,0.16713133454322815,0.10238055884838104,0.10133159160614014,0.148107647895813,0.05943926051259041,0.09214293211698532,0.23196817934513092,0.5496500730514526,0.00390773406252265,0.058933623135089874,0.0002909470349550247,0.00013762233720626682,0.000293126271571964,0.00016939477063715458,5.988833436276764e-06,0.04226652905344963,0.006227707955986261,0.13686992228031158,0.18226422369480133,7.962813106132671e-05,0.007621444761753082,0.0018063518218696117,0.0008945589070208371,0.1056734174489975,0.06478258222341537,0.000637256249319762,1.5007363799668383e-05,0.021216822788119316,0.006984057370573282,0.04445779323577881,0.005457801278680563,0.013130425475537777,0.013788300566375256,0.19645601511001587,0.5091369152069092,0.00021048792405053973,0.000505379750393331,3.495803639452788e-06,7.081837907207955e-07,0.008472767230575712,2.4516117114294876e-09,98.25996181250073,0.16546963371325926,1.2530235011251567,0.3052756990536214,0.007800142864307122,1
662.0,6.759366897313157e-07,0.000503974559251219,0.0009254685719497502,0.5704052448272705,0.33857080340385437,0.5636772513389587,7.941884177853353e-06,5.582669473369606e-07,4.350170911493478e-06,0.22682499885559082,0.01011950708925724,0.27676838636398315,0.1524042785167694,0.10509379208087921,0.238426074385643,0.20259134471416473,0.04668504744768143,0.0590299628674984,0.12048908323049545,0.17803128063678741,0.5352526307106018,0.005624637473374605,0.10250744968652725,0.0003093279665336013,0.00012809755571652204,0.0002691779227461666,0.00020285793289076537,5.283729478833266e-06,0.07487544417381287,0.0054481555707752705,0.13029758632183075,0.21177934110164642,6.387839675880969e-05,0.016237927600741386,0.002249468117952347,0.0012270462466403842,0.09555338323116302,0.048859864473342896,0.0007149646407924592,6.557675533258589e-06,0.023642471060156822,0.008894873782992363,0.04085177183151245,0.0036597196012735367,0.006448164116591215,0.005704617127776146,0.09309948235750198,0.5206683874130249,0.00018271907174494117,0.0003188948903698474,4.691326466854662e-06,7.35053049538692e-07,0.009160690751095846,3.41269159716554e-09,98.37533254917471,0.19717516821024797,1.0084354979174737,0.40228259610741185,0.00760715684274577,1
