timestamp_ms,_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,No_hands,None
0.0,5.233160209172638e-06,0.22207993268966675,0.20980307459831238,0.0011029057204723358,0.03670864179730415,0.01577475666999817,5.0721999286906794e-05,5.572042596213578e-07,1.0633497140588588e-06,0.5699288845062256,0.3988661766052246,0.249009370803833,0.22561797499656677,0.014985322020947933,0.14053453505039215,0.17096291482448578,0.03630978241562843,0.05006112530827522,0.05824649706482887,0.7612102031707764,0.46100521087646484,0.000821715802885592,0.0009354713838547468,0.00020530422625597566,0.0005926316953264177,0.00416725967079401,5.7320976338814944e-05,0.001881562639027834,0.02556801028549671,0.0021662823855876923,0.002572940429672599,0.0040528131648898125,0.0005058650276623666,0.0006182138458825648,0.00043675911729224026,0.0006430442444980145,0.11734303086996078,0.03923370689153671,0.008982975035905838,0.0007344490149989724,0.028531646355986595,0.00677046924829483,0.015943290665745735,0.005545024294406176,0.39535465836524963,0.28138625621795654,0.022209299728274345,0.13291409611701965,1.649133446335327e-05,1.0932366421911865e-05,9.833581771090394e-07,2.4949358703452162e-06,1,0
48.0,4.598846317094285e-06,0.17639416456222534,0.1704995036125183,0.0019417253788560629,0.04114454239606857,0.01854863576591015,4.904544402961619e-05,7.174006668719812e-07,9.913665053318255e-07,0.6226396560668945,0.4209790825843811,0.27375560998916626,0.23333026468753815,0.03099745884537697,0.09135188162326813,0.10549440234899521,0.0512286014854908,0.04491382837295532,0.05727710574865341,0.7837426662445068,0.5040109753608704,0.0007259688572958112,0.0008556502871215343,0.00021274368918966502,0.0006261503440327942,0.004017674829810858,5.141308793099597e-05,0.0014858298236504197,0.016204580664634705,0.0014563120203092694,0.0032810333650559187,0.005169317126274109,0.0007878058822825551,0.000786911987233907,0.0005577360279858112,0.0008882918627932668,0.07332536578178406,0.026150614023208618,0.012015726417303085,0.0004978549550287426,0.020782876759767532,0.005784237757325172,0.011136128567159176,0.005784959066659212,0.4475622773170471,0.32663893699645996,0.02203397825360298,0.13448677957057953,2.3686123313382268e-05,1.5206260286504403e-05,1.1342528978275368e-06,2.637472562128096e-06,1,0
80.0,5.59014597456553e-06,0.24098645150661469,0.22913426160812378,0.0013448072131723166,0.029645975679159164,0.014611221849918365,4.382956467452459e-05,6.024268941473565e-07,8.519082257407717e-07,0.6509435176849365,0.49619075655937195,0.34199395775794983,0.3339473009109497,0.01887141354382038,0.1231520026922226,0.14896108210086823,0.04137333109974861,0.03222229331731796,0.0368192195892334,0.7510347366333008,0.5199555158615112,0.00065882463240996,0.0005934595828875899,0.00014188478235155344,0.0005765741225332022,0.00421746913343668,5.1283564971527085e-05,0.0021500110160559416,0.02481798268854618,0.0018361036200076342,0.0025704132858663797,0.0042469990439713,0.0005449769087135792,0.0005364292301237583,0.0002661932085175067,0.0004666211607400328,0.09507609158754349,0.027391977608203888,0.014674682170152664,0.001060224138200283,0.027783138677477837,0.005086021963506937,0.024330010637640953,0.0074616470374166965,0.42447635531425476,0.28654617071151733,0.016257988288998604,0.10759324580430984,1.9962442820542492e-05,1.3869515896658413e-05,9.415421686753689e-07,2.322872205695603e-06,1,0
112.0,4.108138909941772e-06,0.23163264989852905,0.24031181633472443,0.0011352342553436756,0.03749258816242218,0.01651465706527233,4.494668246479705e-05,4.586743216350442e-07,7.76059039253596e-07,0.6539133787155151,0.46635088324546814,0.35916686058044434,0.36202526092529297,0.03593374788761139,0.0711745023727417,0.09490031749010086,0.062478773295879364,0.02507963962852955,0.032277319580316544,0.7499526143074036,0.524733304977417,0.0006327336886897683,0.0006363338325172663,0.00013847310037817806,0.0006198277114890516,0.004554128274321556,5.401139424066059e-05,0.0021399687975645065,0.028526531532406807,0.0015545305795967579,0.001185441855341196,0.0018496658885851502,0.0005900723044760525,0.0008995204698294401,0.0003549389948602766,0.000652615912258625,0.1020609587430954,0.02560899592936039,0.013313955627381802,0.0006355309160426259,0.018883101642131805,0.004713555797934532,0.015269665978848934,0.006177417002618313,0.42284876108169556,0.24575436115264893,0.014222793281078339,0.05381906032562256,2.534528903197497e-05,1.488041289121611e-05,9.042986448548618e-07,2.00449358089827e-06,1,0
143.00000000000003,4.8196775424003135e-06,0.23313111066818237,0.24499252438545227,0.001150041469372809,0.022066950798034668,0.012593787163496017,4.06503640988376e-05,7.904617973508721e-07,1.004061232379172e-06,0.5926710367202759,0.4326752722263336,0.31886085867881775,0.287765234708786,0.17239545285701752,0.019334033131599426,0.021936072036623955,0.19329072535037994,0.03331992030143738,0.042202990502119064,0.7420734167098999,0.5357545018196106,0.0008203639299608767,0.0006934505072422326,0.00017824089445639402,0.0007203817367553711,0.003413225058466196,4.214697764837183e-05,0.001220876700244844,0.013461452908813953,0.001583312638103962,0.004966115579009056,0.007308834698051214,0.0006646652473136783,0.0004685517924372107,0.0004134825721848756,0.0007366015925072134,0.07882240414619446,0.02674936130642891,0.01072215661406517,0.0008300525369122624,0.02046329714357853,0.0054310220293700695,0.016042357310652733,0.00702870124951005,0.41355034708976746,0.28225696086883545,0.03443301469087601,0.15360009670257568,3.0202247216948308e-05,2.2575159164262004e-05,1.0796902643050998e-06,2.4576729629188776e-06,1,0
192.0,4.586206614476396e-06,0.21516311168670654,0.20226167142391205,0.001895042136311531,0.02428583614528179,0.015104657039046288,4.5842134568374604e-05,7.318878942896845e-07,1.0473362408447429e-06,0.5613765716552734,0.3590632975101471,0.27381253242492676,0.2377288043498993,0.1395740509033203,0.023337438702583313,0.026348577812314034,0.15846669673919678,0.041285447776317596,0.05073849856853485,0.7596601843833923,0.4952705502510071,0.0009289466543123126,0.001027007820084691,0.00020317886082921177,0.0005932669155299664,0.0038252975791692734,5.602547389571555e-05,0.0013194135390222073,0.02293335273861885,0.0010076779872179031,0.00238401279784739,0.004029237199574709,0.0009149641264230013,0.000789206475019455,0.0005953116924501956,0.0011058535892516375,0.08018877357244492,0.022465329617261887,0.012514183297753334,0.0005186912603676319,0.016998037695884705,0.00570140453055501,0.00966549664735794,0.0061431447975337505,0.46338462829589844,0.302442729473114,0.02024449221789837,0.10245802998542786,3.756448859348893e-05,2.025617504841648e-05,1.2109300087104202e-06,2.6878763037530007e-06,1,0
240.0,5.209140454098815e-06,0.21031726896762848,0.2230701744556427,0.0012472164817154408,0.025815200060606003,0.014581797644495964,4.369035013951361e-05,9.053219969246129e-07,1.08898575490457e-06,0.5783686637878418,0.40246474742889404,0.2862924337387085,0.2485656440258026,0.1777380257844925,0.01876239851117134,0.019920798018574715,0.19993910193443298,0.0381879024207592,0.04925902560353279,0.7514849901199341,0.527812123298645,0.0008551995269954205,0.000783864816185087,0.00020269629021640867,0.0006325275171548128,0.003309741150587797,4.7549150622216985e-05,0.0011291983537375927,0.01463496033102274,0.0013945995597168803,0.0051758247427642345,0.008044195361435413,0.0007758692372590303,0.000347168737789616,0.00048609901568852365,0.0008938270038925111,0.08012910187244415,0.023384351283311844,0.011357446201145649,0.0010929362615570426,0.01768353208899498,0.005400749389082193,0.014540238305926323,0.00751808425411582,0.40849390625953674,0.26410260796546936,0.03496078774333,0.1608576476573944,4.0437054849462584e-05,2.8154116080258973e-05,1.3152182418707525e-06,2.777261443043244e-06,1,0
272.0,4.6727868721063714e-06,0.19930621981620789,0.19622306525707245,0.0014760764315724373,0.029716966673731804,0.017428083345294,4.114215334993787e-05,7.63700995776162e-07,9.898701591737336e-07,0.586578369140625,0.4309728741645813,0.28581616282463074,0.2499202936887741,0.12087979167699814,0.02742663398385048,0.033118799328804016,0.13901866972446442,0.04161009564995766,0.05054132267832756,0.7425142526626587,0.498981237411499,0.0008399599464610219,0.0007155126659199595,0.00018556250142864883,0.0006762523553334177,0.003167199669405818,4.973848626832478e-05,0.001128020929172635,0.014745453372597694,0.002024947665631771,0.003837041324004531,0.005817686673253775,0.0006256554624997079,0.00022511158022098243,0.0004860358021687716,0.0007883290527388453,0.08739523589611053,0.028827356174588203,0.0112281059846282,0.001958068460226059,0.01947750896215439,0.005285118240863085,0.015036117285490036,0.006897765677422285,0.3815881013870239,0.26763349771499634,0.026350112631917,0.14646321535110474,2.3653732569073327e-05,1.716894803394098e-05,1.3782196219835896e-06,2.5094393549807137e-06,1,0
304.0,4.3456884668557905e-06,0.22284479439258575,0.23849688470363617,0.0012248182902112603,0.024577131494879723,0.011738918721675873,3.624060991569422e-05,6.93004892582394e-07,8.64713342707546e-07,0.586560845375061,0.43732038140296936,0.3097454607486725,0.2708207070827484,0.15667466819286346,0.021850310266017914,0.024411071091890335,0.17709048092365265,0.03747653588652611,0.04607705771923065,0.724029541015625,0.5215616822242737,0.0008284911164082587,0.000694491493050009,0.00016479118494316936,0.0006929332157596946,0.003697338281199336,4.8497007810510695e-05,0.0014515734510496259,0.011810487136244774,0.002885218244045973,0.0031711088959127665,0.00434473529458046,0.0006032894598320127,0.0002629465889185667,0.0004192627966403961,0.0006419811979867518,0.077421173453331,0.038140591233968735,0.010190924629569054,0.00182032969314605,0.02325383760035038,0.005862425081431866,0.015577643178403378,0.0059711867943406105,0.3970150947570801,0.3385482728481293,0.020553307607769966,0.13156068325042725,1.5539972082478926e-05,1.3532968296203762e-05,9.154138069789042e-07,2.2093922780186404e-06,1,0
336.0,4.753909706778359e-06,0.204229474067688,0.1813078671693802,0.002122168429195881,0.028433024883270264,0.015689348801970482,3.57318167516496e-05,7.401480388580239e-07,1.0173780538025312e-06,0.5802321434020996,0.4309272766113281,0.312751829624176,0.2820439636707306,0.15472759306430817,0.02062848210334778,0.02648855745792389,0.17391063272953033,0.03627992793917656,0.04203984513878822,0.7473421096801758,0.5040158033370972,0.0008182778256013989,0.0007777577266097069,0.0001681894646026194,0.0005479170358739793,0.0033847286831587553,5.687297380063683e-05,0.0014565367018803954,0.02068651281297207,0.0022219496313482523,0.002783301053568721,0.004222579300403595,0.0007282901206053793,0.0007254816009663045,0.000437106064055115,0.0006316376966424286,0.0864553451538086,0.039346419274806976,0.012678640894591808,0.0006915174890309572,0.024755369871854782,0.004963931627571583,0.01556590385735035,0.00618716748431325,0.3766152858734131,0.31148678064346313,0.020402459427714348,0.1438010185956955,1.5716672351118177e-05,1.1086177437391598e-05,1.0411013136035763e-06,2.2357896796165733e-06,1,0
