timestamp_ms,_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,No_hands,None
0.0,1.1437532521085814e-06,0.03110770508646965,0.11946525424718857,0.00324770319275558,0.07535284012556076,0.016585273668169975,1.524675917607965e-05,2.6411848352836387e-07,2.6395255758870917e-07,0.18975111842155457,0.22923167049884796,0.07347606122493744,0.0868869200348854,0.0423855260014534,0.07637711614370346,0.10138969123363495,0.07443554699420929,0.2006022036075592,0.16559231281280518,0.5843585133552551,0.5263841152191162,0.005547914654016495,0.0020773527212440968,3.0127939680824056e-05,0.007443301845341921,0.03522251918911934,0.00011513213394209743,0.009139743633568287,0.0009508509538136423,0.0005423725815489888,0.0019271648488938808,0.0033391108736395836,0.0017287633381783962,0.0018997055012732744,0.0015629854751750827,0.0013552932068705559,0.0043218922801315784,0.010585326701402664,0.5350277423858643,0.00032238857238553464,0.310539186000824,0.07577070593833923,0.06526719778776169,0.002753971377387643,7.090555413924449e-07,5.356670840228617e-07,6.0884765844093636e-05,0.0007362886099144816,1.8334320657231729e-06,2.6309385248168837e-06,4.6964510147518013e-07,3.7937641650387377e-07,1,0
96.0,9.121363291342277e-07,0.01975305750966072,0.0948391854763031,0.0027322606183588505,0.10486489534378052,0.01870718225836754,1.5698815332143568e-05,2.2138372912650084e-07,2.2932070464776189e-07,0.19563740491867065,0.23005834221839905,0.0878509059548378,0.09636778384447098,0.05213022977113724,0.07211797684431076,0.08449316024780273,0.07461916655302048,0.17251068353652954,0.15128487348556519,0.5531237125396729,0.5129989385604858,0.0054154228419065475,0.001982845366001129,3.2803844078443944e-05,0.009796278551220894,0.033504586666822433,8.380426879739389e-05,0.009047694504261017,0.0008962054853327572,0.0006456708069890738,0.002244753297418356,0.0033634912688285112,0.0013563398970291018,0.002416013041511178,0.0015474212123081088,0.0012837823014706373,0.005291695240885019,0.012523781508207321,0.4054727256298065,0.00020467293506953865,0.25785326957702637,0.05619729682803154,0.06171951815485954,0.0026384140364825726,1.2435681355782435e-06,8.590156994614517e-07,9.979405876947567e-05,0.000615389202721417,2.1024143279646523e-06,2.826991249094135e-06,4.5019115191280434e-07,3.3682573530313675e-07,1,0
160.0,1.1821075531770475e-06,0.029073653742671013,0.1053536906838417,0.0024857099633663893,0.07424317300319672,0.02174340933561325,2.4060378564172424e-05,2.7456542284198804e-07,2.8747194846800994e-07,0.19177135825157166,0.24427543580532074,0.07526381313800812,0.08880661427974701,0.035344600677490234,0.09135556221008301,0.11198740452528,0.06225546821951866,0.2016892284154892,0.16574230790138245,0.5818167924880981,0.5258116126060486,0.005811710376292467,0.0017875442281365395,5.0003578508039936e-05,0.016121339052915573,0.05185015872120857,0.00010795099660754204,0.009827354922890663,0.0009738773806020617,0.0005378671339713037,0.0020515897776931524,0.003444165224209428,0.003209840739145875,0.002419809577986598,0.0035768935922533274,0.003842974314466119,0.00326455757021904,0.007888998836278915,0.5849157571792603,0.00019413724658079445,0.25091129541397095,0.08097562193870544,0.03269164264202118,0.0031751678325235844,6.816572977186297e-07,4.810617042494414e-07,5.3560805099550635e-05,0.0006100900354795158,2.7832509204017697e-06,4.066850578965386e-06,6.109813170951384e-07,4.733809362278407e-07,1,0
228.0,9.805440868149162e-07,0.052552394568920135,0.14326612651348114,0.0017409109277650714,0.051588766276836395,0.012905290350317955,1.927379889821168e-05,1.7957462716822192e-07,2.2810253597072006e-07,0.18742121756076813,0.2663102447986603,0.08286136388778687,0.09927185624837875,0.03731348738074303,0.09817391633987427,0.11603235453367233,0.06354185193777084,0.19497737288475037,0.15221887826919556,0.6215342283248901,0.5404679179191589,0.006115065421909094,0.0017374353483319283,3.362073766766116e-05,0.017215389758348465,0.0470300056040287,0.00011908126180060208,0.013289723545312881,0.0011233921395614743,0.0010535110486671329,0.0005109636695124209,0.00075910723535344,0.0027470276691019535,0.003663760842755437,0.0023060892708599567,0.0018094839761033654,0.0033755325712263584,0.009872517548501492,0.7282369136810303,0.00024034958914853632,0.3676322400569916,0.16010922193527222,0.04733053594827652,0.001778365345671773,3.53785708284704e-07,2.4146254418155877e-07,3.173568984493613e-05,0.00021625582303386182,1.0678821809051442e-06,1.5576636087644147e-06,3.815970899267995e-07,2.4068407356026e-07,0,1
272.0,1.1525402214829228e-06,0.07595773041248322,0.14438308775424957,0.0015414183726534247,0.03377557173371315,0.014970553107559681,2.1934531105216593e-05,1.9235584147736517e-07,2.6108924089385255e-07,0.19612528383731842,0.25085440278053284,0.07444218546152115,0.08624641597270966,0.03585720807313919,0.09241887181997299,0.11905451118946075,0.06733372807502747,0.2105531394481659,0.17442475259304047,0.6252073049545288,0.6018310785293579,0.005480769090354443,0.0018331347964704037,4.206999801681377e-05,0.017210323363542557,0.05160565301775932,0.00012880835856776685,0.013970751315355301,0.0016317921690642834,0.0008830079459585249,0.0003943169431295246,0.0006648508715443313,0.00393815990537405,0.00729621946811676,0.0028706917073577642,0.0026337699964642525,0.0033027520403265953,0.009284249506890774,0.7369147539138794,0.00012288543803151697,0.299899160861969,0.14158733189105988,0.027803104370832443,0.0018085540505126119,4.623281881777075e-07,3.22962506515978e-07,2.5479377654846758e-05,0.00028243850101716816,1.353239213131019e-06,1.7064046460291138e-06,3.8952813952164433e-07,2.9284089464454155e-07,1,0
365.0,2.029238203249406e-06,0.1399165689945221,0.18154950439929962,0.0008663402986712754,0.018245315179228783,0.009897475130856037,2.4453323931084014e-05,2.2104870822658995e-07,3.3873078564283787e-07,0.19975067675113678,0.2753332555294037,0.07532532513141632,0.09483896195888519,0.02794737182557583,0.11840283870697021,0.14209964871406555,0.051977191120386124,0.20325534045696259,0.1716672033071518,0.6221739053726196,0.5909823179244995,0.005005631595849991,0.0014070442412048578,3.909656516043469e-05,0.018441015854477882,0.04933921620249748,7.116190681699663e-05,0.014601853676140308,0.0010960135841742158,0.00043292605550959706,0.004478220362216234,0.007409738376736641,0.0011075440561398864,0.0021590441465377808,0.0018955310806632042,0.0018797293305397034,0.009296100586652756,0.013233485631644726,0.26192834973335266,0.00015492195961996913,0.3023308515548706,0.10663630068302155,0.06371098011732101,0.002255750820040703,1.8254291944685974e-06,1.0691701390896924e-06,0.00014301514602266252,0.0011565258027985692,1.6119654446811182e-06,2.1250884856272023e-06,4.07176884209548e-07,5.633547743855161e-07,0,1
401.0,1.713853066576121e-06,0.1649077832698822,0.21496708691120148,0.0006263186223804951,0.014659851789474487,0.0087378965690732,2.505811607989017e-05,1.9331415046508482e-07,2.7873605290551495e-07,0.21509701013565063,0.3155624568462372,0.07698225229978561,0.09395378828048706,0.03232838213443756,0.10514228045940399,0.12781080603599548,0.05704537034034729,0.20193466544151306,0.1719159036874771,0.640862226486206,0.5926833152770996,0.0045882039703428745,0.0010839826427400112,5.0883038056781515e-05,0.013907157815992832,0.04362501949071884,8.684868953423575e-05,0.012026643380522728,0.0008842654642648995,0.0006658248021267354,0.0039465767331421375,0.0064044855535030365,0.0014371895231306553,0.001912814099341631,0.002920382423326373,0.0026993697974830866,0.006938162259757519,0.016819536685943604,0.297304630279541,0.00017417725757695735,0.22549007833003998,0.07533782720565796,0.038630202412605286,0.0017747771926224232,1.8461719264450949e-06,1.388063878948742e-06,0.00010965968976961449,0.0013512610457837582,1.5877601526881335e-06,2.375110398133984e-06,4.6032815248508996e-07,5.282311121845851e-07,0,1
490.0,1.3201756701164413e-06,0.12961998581886292,0.17878879606723785,0.0009218476479873061,0.019799018278717995,0.008535632863640785,1.7869459043140523e-05,1.9674698137350788e-07,2.2500172747186298e-07,0.17786651849746704,0.24160270392894745,0.06561682373285294,0.07742752879858017,0.03289813548326492,0.11169889569282532,0.13331975042819977,0.05944480746984482,0.23940905928611755,0.202732115983963,0.6299593448638916,0.5590131282806396,0.0058100298047065735,0.00189432711340487,3.680132795125246e-05,0.012096169404685497,0.04315813258290291,0.0001097692220355384,0.016422072425484657,0.0007877796306274831,0.001166698639281094,0.001396396430209279,0.0020711245015263557,0.0016975736944004893,0.002977619180455804,0.0020565467420965433,0.0012703854590654373,0.004425215069204569,0.017635993659496307,0.47680702805519104,0.00019754389359150082,0.29825717210769653,0.09111744165420532,0.062084026634693146,0.0016195449279621243,1.0451740308781154e-06,8.713300303497817e-07,6.842266884632409e-05,0.0005651006940752268,9.93791672954103e-07,1.6198155208257958e-06,2.913094476753031e-07,3.051045212032477e-07,0,1
556.0,2.0159059204161167e-06,0.14410872757434845,0.14306998252868652,0.0010781914461404085,0.015864064916968346,0.01212424784898758,2.6877054551732726e-05,2.9207276952547545e-07,3.015223342117679e-07,0.17305220663547516,0.24134013056755066,0.04249927029013634,0.05656453222036362,0.03549506515264511,0.09969259053468704,0.12291750311851501,0.06101161614060402,0.29791104793548584,0.261957585811615,0.6754394769668579,0.5274823904037476,0.005703616421669722,0.001779075595550239,7.35707872081548e-05,0.0052263797260820866,0.04972187429666519,0.0002354608877794817,0.01488416362553835,0.0009916276903823018,0.0006440630531869829,0.0037649557925760746,0.007057580631226301,0.002643144689500332,0.0007931164000183344,0.0037433551624417305,0.0036104051396250725,0.004895623307675123,0.012730773538351059,0.30816105008125305,0.0004319871950428933,0.14922957122325897,0.043438006192445755,0.020893853157758713,0.001844582031480968,2.566627244959818e-06,2.5758913579920772e-06,9.518836304778233e-05,0.002518412424251437,2.173768052671221e-06,3.1379734082293e-06,5.653326411447779e-07,6.326977199933026e-07,0,1
611.0,1.0316181260350277e-06,0.12101573497056961,0.16219955682754517,0.0009760597022250295,0.019580500200390816,0.009668349288403988,1.8251237634103745e-05,1.1022180501640833e-07,2.4098977746689343e-07,0.12124171108007431,0.26156726479530334,0.09269607812166214,0.11559439450502396,0.03343184292316437,0.12559129297733307,0.1272258758544922,0.044785525649785995,0.17464767396450043,0.12601754069328308,0.595983624458313,0.5263168215751648,0.00868333037942648,0.001957525499165058,3.4143497032346204e-05,0.007236209698021412,0.04336252436041832,0.00020623933232855052,0.017564749345183372,0.0032313342671841383,0.0012747525470331311,0.00018341396935284138,0.00030881440034136176,0.002244144445285201,0.0019902088679373264,0.0013659376418218017,0.0013330804649740458,0.007409362588077784,0.007806387264281511,0.6295406222343445,0.0005883681587874889,0.21739163994789124,0.11809360235929489,0.026513012126088142,0.0010018526809290051,9.688468480817392e-07,5.94241498674819e-07,3.7949062971165404e-05,0.00024499709252268076,8.599985221735551e-07,1.0194536343988148e-06,3.964264010392071e-07,1.9310169818709255e-07,0,1
