Word,Start Time,End Time,start_time_diff
hello,7.862091,8.261182,0.0
hi,10.416273,10.815364,2.554182
yeah,18.025,18.105,7.608726999999998
i,18.425,18.505001,0.40000000000000213
haven't,18.505001,18.665,0.08000099999999932
a,18.665,19.165,0.15999899999999911
yeah,20.105,20.345001,1.4400000000000013
yeah,24.265,24.585,4.16
yes,81.30082,81.54033,57.03582
i'm,81.93951,82.43951,0.6386899999999969
done,83.05721,83.21689,1.1176999999999992
as,83.21689,83.53623,0.1596800000000087
well,83.53623,83.855576,0.31933999999999685
wait,84.26957,84.34929,0.7333399999999983
we,84.58843,84.747856,0.3188600000000008
don't,84.747856,84.90729,0.1594259999999963
have,84.90729,85.06672,0.15943400000000452
to,85.06672,85.385574,0.1594300000000004
like,86.103004,86.26243,1.0362839999999949
the,86.42186,86.50157,0.3188559999999967
your,86.740715,87.05957,0.3188549999999992
deal,87.05957,87.53786,0.3188549999999992
is,87.53786,87.61757,0.4782900000000012
like,87.69729,87.93643,0.1594300000000004
when,88.41472,88.65386,0.7174300000000073
you,88.65386,88.893005,0.23913999999999191
do,88.893005,89.13214,0.2391450000000077
the,89.13214,89.451004,0.23913500000000454
deal,89.451004,89.76986,0.3188639999999907
right,89.76986,89.92929,0.3188559999999967
i,90.248146,90.567,0.4782860000000113
assuming,90.567,90.64671,0.31885399999998754
me,90.64671,90.806145,0.07971000000000572
just,90.806145,90.965576,0.159435000000002
the,90.965576,91.125,0.15943099999999788
pre,91.125,91.625,0.15942400000000134
negotiation,91.84243,92.08157,0.7174299999999931
plan,92.08157,92.241,0.23914000000000613
we,92.241,92.32072,0.1594300000000004
have,92.32072,92.48015,0.07971999999999468
the,92.48015,92.63957,0.1594300000000004
right,92.63957,92.878716,0.15942000000001144
right,92.878716,93.03815,0.23914599999999098
now,93.03815,93.19757,0.15943400000000452
oh,98.715,98.795,5.676850000000002
yeah,98.954994,99.034996,0.23999399999999582
that,99.435,99.515,0.48000600000000304
was,99.515,99.674995,0.0799999999999983
written,99.674995,99.994995,0.159994999999995
for,99.994995,100.075,0.3200000000000074
me,100.075,100.314995,0.08000499999999988
too,100.314995,100.555,0.2399949999999933
okay,102.395,102.555,2.080005
yeah,108.155,108.314995,5.760000000000005
yeah,108.555,108.795,0.4000000000000057
so,112.72266,113.041405,4.167659999999998
who,113.041405,113.280464,0.31874499999999273
wants,113.280464,113.51953,0.23905899999999747
the,113.51953,113.83828,0.23906600000000822
start,113.83828,113.91797,0.3187499999999943
i,114.07734,114.31641,0.23906000000000915
guess,114.31641,114.555466,0.23906999999999812
actually,129.0032,129.1631,14.686789999999988
i,129.4829,129.56285,0.47970000000000823
